,Date,Time,Cumulative.hrs,Timepoint,Treatment,Boat,Parentage,Well,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook
547,6.12.18,21:00,45,3,35.5C,105,SB x SB,wellA,65,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,6.12.18,21:00,45,3,35.5C,105,SB x SB,wellB,45,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,6.12.18,21:00,45,3,35.5C,105,SB x SB,wellC,50,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,6.12.18,21:00,45,3,35.5C,105,SB x SB,wellD,45,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,6.12.18,21:00,45,3,35.5C,105,SB x SB,wellE,40,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,6.12.18,21:00,45,3,35.5C,105,SB x SB,wellF,25,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,6.12.18,21:00,45,3,35.5C,108,LS x CU,wellA,90,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,6.12.18,21:00,45,3,35.5C,108,LS x CU,wellB,65,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,6.12.18,21:00,45,3,35.5C,108,LS x CU,wellC,60,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,6.12.18,21:00,45,3,35.5C,108,LS x CU,wellD,75,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,6.12.18,21:00,45,3,35.5C,108,LS x CU,wellE,65,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,6.12.18,21:00,45,3,35.5C,108,LS x CU,wellF,80,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,6.12.18,21:00,45,3,35.5C,113,LS x DR,wellA,90,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,6.12.18,21:00,45,3,35.5C,113,LS x DR,wellB,60,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,6.12.18,21:00,45,3,35.5C,113,LS x DR,wellC,55,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,6.12.18,21:00,45,3,35.5C,113,LS x DR,wellD,80,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,6.12.18,21:00,45,3,35.5C,113,LS x DR,wellE,55,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,6.12.18,21:00,45,3,35.5C,113,LS x DR,wellF,75,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,6.12.18,21:00,45,3,35.5C,124,LS x LS,wellA,20,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,6.12.18,21:00,45,3,35.5C,124,LS x LS,wellB,60,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,6.12.18,21:00,45,3,35.5C,124,LS x LS,wellC,10,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,6.12.18,21:00,45,3,35.5C,124,LS x LS,wellD,5,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,6.12.18,21:00,45,3,35.5C,124,LS x LS,wellE,20,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,6.12.18,21:00,45,3,35.5C,124,LS x LS,wellF,0,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,6.12.18,21:00,45,3,35.5C,132,CU x SB,wellA,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,6.12.18,21:00,45,3,35.5C,132,CU x SB,wellB,80,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,6.12.18,21:00,45,3,35.5C,132,CU x SB,wellC,75,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,6.12.18,21:00,45,3,35.5C,132,CU x SB,wellD,90,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,6.12.18,21:00,45,3,35.5C,132,CU x SB,wellE,80,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,6.12.18,21:00,45,3,35.5C,132,CU x SB,wellF,90,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,6.12.18,21:00,45,3,35.5C,147,DR x LS,wellA,75,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,6.12.18,21:00,45,3,35.5C,147,DR x LS,wellB,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,6.12.18,21:00,45,3,35.5C,147,DR x LS,wellC,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,6.12.18,21:00,45,3,35.5C,147,DR x LS,wellD,0,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,6.12.18,21:00,45,3,35.5C,147,DR x LS,wellE,55,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,6.12.18,21:00,45,3,35.5C,147,DR x LS,wellF,75,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,6.12.18,21:00,45,3,35.5C,148,DR x SB,wellA,85,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,6.12.18,21:00,45,3,35.5C,148,DR x SB,wellB,65,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,6.12.18,21:00,45,3,35.5C,148,DR x SB,wellC,85,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,6.12.18,21:00,45,3,35.5C,148,DR x SB,wellD,60,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,6.12.18,21:00,45,3,35.5C,148,DR x SB,wellE,70,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,6.12.18,21:00,45,3,35.5C,148,DR x SB,wellF,80,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,6.12.18,21:00,45,3,35.5C,152,LS x CU,wellA,60,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,6.12.18,21:00,45,3,35.5C,152,LS x CU,wellB,40,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,6.12.18,21:00,45,3,35.5C,152,LS x CU,wellC,55,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,6.12.18,21:00,45,3,35.5C,152,LS x CU,wellD,55,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,6.12.18,21:00,45,3,35.5C,152,LS x CU,wellE,50,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,6.12.18,21:00,45,3,35.5C,152,LS x CU,wellF,15,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,6.12.18,21:00,45,3,35.5C,153,LS x BK,wellA,65,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,6.12.18,21:00,45,3,35.5C,153,LS x BK,wellB,70,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,6.12.18,21:00,45,3,35.5C,153,LS x BK,wellC,60,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,6.12.18,21:00,45,3,35.5C,153,LS x BK,wellD,65,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,6.12.18,21:00,45,3,35.5C,153,LS x BK,wellE,75,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,6.12.18,21:00,45,3,35.5C,153,LS x BK,wellF,60,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,6.12.18,21:00,45,3,35.5C,156,CU x LS,wellA,80,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,6.12.18,21:00,45,3,35.5C,156,CU x LS,wellB,90,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,6.12.18,21:00,45,3,35.5C,156,CU x LS,wellC,95,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,6.12.18,21:00,45,3,35.5C,156,CU x LS,wellD,90,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,6.12.18,21:00,45,3,35.5C,156,CU x LS,wellE,85,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,6.12.18,21:00,45,3,35.5C,156,CU x LS,wellF,75,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,6.12.18,21:00,45,3,35.5C,162,CU x BK,wellA,90,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,6.12.18,21:00,45,3,35.5C,162,CU x BK,wellB,75,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,6.12.18,21:00,45,3,35.5C,162,CU x BK,wellC,85,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,6.12.18,21:00,45,3,35.5C,162,CU x BK,wellD,75,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,6.12.18,21:00,45,3,35.5C,162,CU x BK,wellE,80,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,6.12.18,21:00,45,3,35.5C,162,CU x BK,wellF,85,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,6.12.18,21:00,45,3,35.5C,163,CU x BK,wellA,80,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,6.12.18,21:00,45,3,35.5C,163,CU x BK,wellB,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,6.12.18,21:00,45,3,35.5C,163,CU x BK,wellC,90,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,6.12.18,21:00,45,3,35.5C,163,CU x BK,wellD,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,6.12.18,21:00,45,3,35.5C,163,CU x BK,wellE,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,6.12.18,21:00,45,3,35.5C,163,CU x BK,wellF,85,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,6.12.18,21:00,45,3,35.5C,164,CU x DR,wellA,90,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,6.12.18,21:00,45,3,35.5C,164,CU x DR,wellB,80,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,6.12.18,21:00,45,3,35.5C,164,CU x DR,wellC,70,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,6.12.18,21:00,45,3,35.5C,164,CU x DR,wellD,80,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,6.12.18,21:00,45,3,35.5C,164,CU x DR,wellE,80,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,6.12.18,21:00,45,3,35.5C,164,CU x DR,wellF,70,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,6.12.18,21:00,45,3,35.5C,165,DR x CU,wellA,85,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,6.12.18,21:00,45,3,35.5C,165,DR x CU,wellB,80,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,6.12.18,21:00,45,3,35.5C,165,DR x CU,wellC,80,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,6.12.18,21:00,45,3,35.5C,165,DR x CU,wellD,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,6.12.18,21:00,45,3,35.5C,165,DR x CU,wellE,90,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,6.12.18,21:00,45,3,35.5C,165,DR x CU,wellF,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,6.12.18,21:00,45,3,35.5C,166,CU x CU,wellA,70,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,6.12.18,21:00,45,3,35.5C,166,CU x CU,wellB,75,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,6.12.18,21:00,45,3,35.5C,166,CU x CU,wellC,75,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,6.12.18,21:00,45,3,35.5C,166,CU x CU,wellD,70,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,6.12.18,21:00,45,3,35.5C,166,CU x CU,wellE,70,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,6.12.18,21:00,45,3,35.5C,166,CU x CU,wellF,95,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,6.12.18,21:00,45,3,35.5C,171,DR x BK,wellA,50,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,6.12.18,21:00,45,3,35.5C,171,DR x BK,wellB,75,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,6.12.18,21:00,45,3,35.5C,171,DR x BK,wellC,55,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,6.12.18,21:00,45,3,35.5C,171,DR x BK,wellD,60,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,6.12.18,21:00,45,3,35.5C,171,DR x BK,wellE,55,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,6.12.18,21:00,45,3,35.5C,171,DR x BK,wellF,90,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,6.12.18,21:00,45,3,35.5C,172,DR x BK,wellA,80,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,6.12.18,21:00,45,3,35.5C,172,DR x BK,wellB,80,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,6.12.18,21:00,45,3,35.5C,172,DR x BK,wellC,75,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,6.12.18,21:00,45,3,35.5C,172,DR x BK,wellD,80,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,6.12.18,21:00,45,3,35.5C,172,DR x BK,wellE,75,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,6.12.18,21:00,45,3,35.5C,172,DR x BK,wellF,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,6.12.18,21:00,45,3,35.5C,173,BK x CU,wellA,75,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,6.12.18,21:00,45,3,35.5C,173,BK x CU,wellB,65,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,6.12.18,21:00,45,3,35.5C,173,BK x CU,wellC,80,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,6.12.18,21:00,45,3,35.5C,173,BK x CU,wellD,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,6.12.18,21:00,45,3,35.5C,173,BK x CU,wellE,80,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,6.12.18,21:00,45,3,35.5C,173,BK x CU,wellF,70,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,6.12.18,21:00,45,3,35.5C,174,BK x LS,wellA,70,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,6.12.18,21:00,45,3,35.5C,174,BK x LS,wellB,40,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,6.12.18,21:00,45,3,35.5C,174,BK x LS,wellC,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,6.12.18,21:00,45,3,35.5C,174,BK x LS,wellD,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,6.12.18,21:00,45,3,35.5C,174,BK x LS,wellE,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,6.12.18,21:00,45,3,35.5C,174,BK x LS,wellF,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,6.12.18,21:00,45,3,35.5C,179,SB x DR,wellA,85,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,6.12.18,21:00,45,3,35.5C,179,SB x DR,wellB,75,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,6.12.18,21:00,45,3,35.5C,179,SB x DR,wellC,85,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,6.12.18,21:00,45,3,35.5C,179,SB x DR,wellD,80,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,6.12.18,21:00,45,3,35.5C,179,SB x DR,wellE,95,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,6.12.18,21:00,45,3,35.5C,179,SB x DR,wellF,55,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,6.12.18,21:00,45,3,35.5C,180,BK x SB,wellA,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,6.12.18,21:00,45,3,35.5C,180,BK x SB,wellB,80,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,6.12.18,21:00,45,3,35.5C,180,BK x SB,wellC,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,6.12.18,21:00,45,3,35.5C,180,BK x SB,wellD,85,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,6.12.18,21:00,45,3,35.5C,180,BK x SB,wellE,85,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,6.12.18,21:00,45,3,35.5C,180,BK x SB,wellF,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,6.12.18,21:00,45,3,35.5C,183,BK x DR,wellA,75,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,6.12.18,21:00,45,3,35.5C,183,BK x DR,wellB,75,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,6.12.18,21:00,45,3,35.5C,183,BK x DR,wellC,60,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,6.12.18,21:00,45,3,35.5C,183,BK x DR,wellD,65,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,6.12.18,21:00,45,3,35.5C,183,BK x DR,wellE,45,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,6.12.18,21:00,45,3,35.5C,183,BK x DR,wellF,75,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,6.12.18,21:00,45,3,35.5C,185,CU x DR,wellA,70,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,6.12.18,21:00,45,3,35.5C,185,CU x DR,wellB,90,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,6.12.18,21:00,45,3,35.5C,185,CU x DR,wellC,35,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,6.12.18,21:00,45,3,35.5C,185,CU x DR,wellD,70,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,6.12.18,21:00,45,3,35.5C,185,CU x DR,wellE,50,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,6.12.18,21:00,45,3,35.5C,185,CU x DR,wellF,65,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,7.12.18,8:30,56,4,35.5C,2,BK x CU,wellA,30,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,7.12.18,8:30,56,4,35.5C,2,BK x CU,wellB,70,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,7.12.18,8:30,56,4,35.5C,2,BK x CU,wellC,70,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,7.12.18,8:30,56,4,35.5C,2,BK x CU,wellD,70,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,7.12.18,8:30,56,4,35.5C,2,BK x CU,wellE,55,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,7.12.18,8:30,56,4,35.5C,2,BK x CU,wellF,70,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,7.12.18,8:30,56,4,35.5C,10,BK x CU,wellA,50,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
692,7.12.18,8:30,56,4,35.5C,10,BK x CU,wellB,90,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
693,7.12.18,8:30,56,4,35.5C,10,BK x CU,wellC,95,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
694,7.12.18,8:30,56,4,35.5C,10,BK x CU,wellD,60,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
695,7.12.18,8:30,56,4,35.5C,10,BK x CU,wellE,90,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
696,7.12.18,8:30,56,4,35.5C,10,BK x CU,wellF,60,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
697,7.12.18,8:30,56,4,35.5C,11,BK x DR,wellA,30,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,7.12.18,8:30,56,4,35.5C,11,BK x DR,wellB,75,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,7.12.18,8:30,56,4,35.5C,11,BK x DR,wellC,55,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,7.12.18,8:30,56,4,35.5C,11,BK x DR,wellD,50,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,7.12.18,8:30,56,4,35.5C,11,BK x DR,wellE,80,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,7.12.18,8:30,56,4,35.5C,11,BK x DR,wellF,45,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,7.12.18,8:30,56,4,35.5C,13,BK x BK,wellA,70,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,7.12.18,8:30,56,4,35.5C,13,BK x BK,wellB,85,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,7.12.18,8:30,56,4,35.5C,13,BK x BK,wellC,55,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,7.12.18,8:30,56,4,35.5C,13,BK x BK,wellD,85,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,7.12.18,8:30,56,4,35.5C,13,BK x BK,wellE,80,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,7.12.18,8:30,56,4,35.5C,13,BK x BK,wellF,45,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,7.12.18,8:30,56,4,35.5C,17,BK x LS,wellA,55,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,7.12.18,8:30,56,4,35.5C,17,BK x LS,wellB,80,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,7.12.18,8:30,56,4,35.5C,17,BK x LS,wellC,75,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,7.12.18,8:30,56,4,35.5C,17,BK x LS,wellD,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,7.12.18,8:30,56,4,35.5C,17,BK x LS,wellE,80,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,7.12.18,8:30,56,4,35.5C,17,BK x LS,wellF,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,7.12.18,8:30,56,4,35.5C,53,BK x LS,wellA,55,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,7.12.18,8:30,56,4,35.5C,53,BK x LS,wellB,40,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,7.12.18,8:30,56,4,35.5C,53,BK x LS,wellC,45,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,7.12.18,8:30,56,4,35.5C,53,BK x LS,wellD,55,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,7.12.18,8:30,56,4,35.5C,53,BK x LS,wellE,50,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,7.12.18,8:30,56,4,35.5C,53,BK x LS,wellF,55,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,7.12.18,8:30,56,4,35.5C,57,BK x SB,wellA,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,7.12.18,8:30,56,4,35.5C,57,BK x SB,wellB,80,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,7.12.18,8:30,56,4,35.5C,57,BK x SB,wellC,35,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,7.12.18,8:30,56,4,35.5C,57,BK x SB,wellD,50,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,7.12.18,8:30,56,4,35.5C,57,BK x SB,wellE,45,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,7.12.18,8:30,56,4,35.5C,57,BK x SB,wellF,20,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,7.12.18,8:30,56,4,35.5C,79,BK x CU,wellA,55,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,7.12.18,8:30,56,4,35.5C,79,BK x CU,wellB,65,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,7.12.18,8:30,56,4,35.5C,79,BK x CU,wellC,80,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,7.12.18,8:30,56,4,35.5C,79,BK x CU,wellD,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,7.12.18,8:30,56,4,35.5C,79,BK x CU,wellE,55,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,7.12.18,8:30,56,4,35.5C,79,BK x CU,wellF,80,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,7.12.18,8:30,56,4,35.5C,82,BK x SB,wellA,40,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
