,Date,Time,Cumulative.hrs,Timepoint,Treatment,Boat,Parentage,Well,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook
1742,5.12.18,0:00,0:00,0,35.5C,113,LS x DR,wellB,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,5.12.18,0:00,0:00,0,35.5C,113,LS x DR,wellC,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,5.12.18,0:00,0:00,0,35.5C,113,LS x DR,wellD,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,5.12.18,0:00,0:00,0,35.5C,113,LS x DR,wellE,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,5.12.18,0:00,0:00,0,35.5C,113,LS x DR,wellF,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,5.12.18,0:00,0:00,0,35.5C,124,LS x LS,wellA,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,5.12.18,0:00,0:00,0,35.5C,124,LS x LS,wellB,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,5.12.18,0:00,0:00,0,35.5C,124,LS x LS,wellC,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,5.12.18,0:00,0:00,0,35.5C,124,LS x LS,wellD,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,5.12.18,0:00,0:00,0,35.5C,124,LS x LS,wellE,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,5.12.18,0:00,0:00,0,35.5C,124,LS x LS,wellF,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,5.12.18,0:00,0:00,0,35.5C,132,CU x SB,wellA,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,5.12.18,0:00,0:00,0,35.5C,132,CU x SB,wellB,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,5.12.18,0:00,0:00,0,35.5C,132,CU x SB,wellC,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,5.12.18,0:00,0:00,0,35.5C,132,CU x SB,wellD,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,5.12.18,0:00,0:00,0,35.5C,132,CU x SB,wellE,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,5.12.18,0:00,0:00,0,35.5C,132,CU x SB,wellF,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,5.12.18,0:00,0:00,0,35.5C,147,DR x LS,wellA,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,5.12.18,0:00,0:00,0,35.5C,147,DR x LS,wellB,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761,5.12.18,0:00,0:00,0,35.5C,147,DR x LS,wellC,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,5.12.18,0:00,0:00,0,35.5C,147,DR x LS,wellD,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,5.12.18,0:00,0:00,0,35.5C,147,DR x LS,wellE,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1764,5.12.18,0:00,0:00,0,35.5C,147,DR x LS,wellF,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,5.12.18,0:00,0:00,0,35.5C,148,DR x SB,wellA,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,5.12.18,0:00,0:00,0,35.5C,148,DR x SB,wellB,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,5.12.18,0:00,0:00,0,35.5C,148,DR x SB,wellC,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,5.12.18,0:00,0:00,0,35.5C,148,DR x SB,wellD,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,5.12.18,0:00,0:00,0,35.5C,148,DR x SB,wellE,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,5.12.18,0:00,0:00,0,35.5C,148,DR x SB,wellF,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,5.12.18,0:00,0:00,0,35.5C,152,LS x CU,wellA,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,5.12.18,0:00,0:00,0,35.5C,152,LS x CU,wellB,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,5.12.18,0:00,0:00,0,35.5C,152,LS x CU,wellC,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,5.12.18,0:00,0:00,0,35.5C,152,LS x CU,wellD,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,5.12.18,0:00,0:00,0,35.5C,152,LS x CU,wellE,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,5.12.18,0:00,0:00,0,35.5C,152,LS x CU,wellF,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,5.12.18,0:00,0:00,0,35.5C,153,LS x BK,wellA,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,5.12.18,0:00,0:00,0,35.5C,153,LS x BK,wellB,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,5.12.18,0:00,0:00,0,35.5C,153,LS x BK,wellC,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,5.12.18,0:00,0:00,0,35.5C,153,LS x BK,wellD,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,5.12.18,0:00,0:00,0,35.5C,153,LS x BK,wellE,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,5.12.18,0:00,0:00,0,35.5C,153,LS x BK,wellF,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,5.12.18,0:00,0:00,0,35.5C,156,CU x LS,wellA,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,5.12.18,0:00,0:00,0,35.5C,156,CU x LS,wellB,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,5.12.18,0:00,0:00,0,35.5C,156,CU x LS,wellC,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,5.12.18,0:00,0:00,0,35.5C,156,CU x LS,wellD,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,5.12.18,0:00,0:00,0,35.5C,156,CU x LS,wellE,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,5.12.18,0:00,0:00,0,35.5C,156,CU x LS,wellF,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,5.12.18,0:00,0:00,0,35.5C,162,CU x BK,wellA,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,5.12.18,0:00,0:00,0,35.5C,162,CU x BK,wellB,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,5.12.18,0:00,0:00,0,35.5C,162,CU x BK,wellC,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,5.12.18,0:00,0:00,0,35.5C,162,CU x BK,wellD,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,5.12.18,0:00,0:00,0,35.5C,162,CU x BK,wellE,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,5.12.18,0:00,0:00,0,35.5C,162,CU x BK,wellF,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,5.12.18,0:00,0:00,0,35.5C,163,CU x BK,wellA,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,5.12.18,0:00,0:00,0,35.5C,163,CU x BK,wellB,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,5.12.18,0:00,0:00,0,35.5C,163,CU x BK,wellC,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,5.12.18,0:00,0:00,0,35.5C,163,CU x BK,wellD,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,5.12.18,0:00,0:00,0,35.5C,163,CU x BK,wellE,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,5.12.18,0:00,0:00,0,35.5C,163,CU x BK,wellF,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,5.12.18,0:00,0:00,0,35.5C,164,CU x DR,wellA,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,5.12.18,0:00,0:00,0,35.5C,164,CU x DR,wellB,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,5.12.18,0:00,0:00,0,35.5C,164,CU x DR,wellC,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,5.12.18,0:00,0:00,0,35.5C,164,CU x DR,wellD,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,5.12.18,0:00,0:00,0,35.5C,164,CU x DR,wellE,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,5.12.18,0:00,0:00,0,35.5C,164,CU x DR,wellF,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,5.12.18,0:00,0:00,0,35.5C,165,DR x CU,wellA,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,5.12.18,0:00,0:00,0,35.5C,165,DR x CU,wellB,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,5.12.18,0:00,0:00,0,35.5C,165,DR x CU,wellC,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,5.12.18,0:00,0:00,0,35.5C,165,DR x CU,wellD,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,5.12.18,0:00,0:00,0,35.5C,165,DR x CU,wellE,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,5.12.18,0:00,0:00,0,35.5C,165,DR x CU,wellF,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,5.12.18,0:00,0:00,0,35.5C,166,CU x CU,wellA,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1814,5.12.18,0:00,0:00,0,35.5C,166,CU x CU,wellB,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815,5.12.18,0:00,0:00,0,35.5C,166,CU x CU,wellC,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,5.12.18,0:00,0:00,0,35.5C,166,CU x CU,wellD,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1817,5.12.18,0:00,0:00,0,35.5C,166,CU x CU,wellE,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,5.12.18,0:00,0:00,0,35.5C,166,CU x CU,wellF,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1819,5.12.18,0:00,0:00,0,35.5C,171,DR x BK,wellA,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,5.12.18,0:00,0:00,0,35.5C,171,DR x BK,wellB,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821,5.12.18,0:00,0:00,0,35.5C,171,DR x BK,wellC,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,5.12.18,0:00,0:00,0,35.5C,171,DR x BK,wellD,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1823,5.12.18,0:00,0:00,0,35.5C,171,DR x BK,wellE,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,5.12.18,0:00,0:00,0,35.5C,171,DR x BK,wellF,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,5.12.18,0:00,0:00,0,35.5C,172,DR x BK,wellA,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1826,5.12.18,0:00,0:00,0,35.5C,172,DR x BK,wellB,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1827,5.12.18,0:00,0:00,0,35.5C,172,DR x BK,wellC,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,5.12.18,0:00,0:00,0,35.5C,172,DR x BK,wellD,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,5.12.18,0:00,0:00,0,35.5C,172,DR x BK,wellE,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,5.12.18,0:00,0:00,0,35.5C,172,DR x BK,wellF,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,5.12.18,0:00,0:00,0,35.5C,173,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,5.12.18,0:00,0:00,0,35.5C,173,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,5.12.18,0:00,0:00,0,35.5C,173,BK x CU,wellC,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,5.12.18,0:00,0:00,0,35.5C,173,BK x CU,wellD,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,5.12.18,0:00,0:00,0,35.5C,173,BK x CU,wellE,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,5.12.18,0:00,0:00,0,35.5C,173,BK x CU,wellF,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,5.12.18,0:00,0:00,0,35.5C,174,BK x LS,wellA,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,5.12.18,0:00,0:00,0,35.5C,174,BK x LS,wellB,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,5.12.18,0:00,0:00,0,35.5C,174,BK x LS,wellC,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,5.12.18,0:00,0:00,0,35.5C,174,BK x LS,wellD,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,5.12.18,0:00,0:00,0,35.5C,174,BK x LS,wellE,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,5.12.18,0:00,0:00,0,35.5C,174,BK x LS,wellF,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,5.12.18,0:00,0:00,0,35.5C,179,SB x DR,wellA,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,5.12.18,0:00,0:00,0,35.5C,179,SB x DR,wellB,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,5.12.18,0:00,0:00,0,35.5C,179,SB x DR,wellC,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,5.12.18,0:00,0:00,0,35.5C,179,SB x DR,wellD,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,5.12.18,0:00,0:00,0,35.5C,179,SB x DR,wellE,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,5.12.18,0:00,0:00,0,35.5C,179,SB x DR,wellF,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,5.12.18,0:00,0:00,0,35.5C,180,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,5.12.18,0:00,0:00,0,35.5C,180,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,5.12.18,0:00,0:00,0,35.5C,180,BK x SB,wellC,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,5.12.18,0:00,0:00,0,35.5C,180,BK x SB,wellD,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,5.12.18,0:00,0:00,0,35.5C,180,BK x SB,wellE,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,5.12.18,0:00,0:00,0,35.5C,180,BK x SB,wellF,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,5.12.18,0:00,0:00,0,35.5C,183,BK x DR,wellA,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,5.12.18,0:00,0:00,0,35.5C,183,BK x DR,wellB,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,5.12.18,0:00,0:00,0,35.5C,183,BK x DR,wellC,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,5.12.18,0:00,0:00,0,35.5C,183,BK x DR,wellD,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,5.12.18,0:00,0:00,0,35.5C,183,BK x DR,wellE,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,5.12.18,0:00,0:00,0,35.5C,183,BK x DR,wellF,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861,5.12.18,0:00,0:00,0,35.5C,185,CU x DR,wellA,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,5.12.18,0:00,0:00,0,35.5C,185,CU x DR,wellB,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,5.12.18,0:00,0:00,0,35.5C,185,CU x DR,wellC,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,5.12.18,0:00,0:00,0,35.5C,185,CU x DR,wellD,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,5.12.18,0:00,0:00,0,35.5C,185,CU x DR,wellE,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,5.12.18,0:00,0:00,0,35.5C,185,CU x DR,wellF,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,5.12.18,0:00,0:00,0,27C,5,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,5.12.18,0:00,0:00,0,27C,9,BK x DR,wellA,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,5.12.18,0:00,0:00,0,27C,16,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,5.12.18,0:00,0:00,0,27C,32,CU x LS,wellA,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,5.12.18,0:00,0:00,0,27C,43,BK x LS,wellA,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,5.12.18,0:00,0:00,0,27C,46,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,5.12.18,0:00,0:00,0,27C,52,DR x BK,wellA,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,5.12.18,0:00,0:00,0,27C,55,BK x LS,wellA,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,5.12.18,0:00,0:00,0,27C,58,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,5.12.18,0:00,0:00,0,27C,61,BK x DR,wellA,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,5.12.18,0:00,0:00,0,27C,66,BK x LS,wellA,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,5.12.18,0:00,0:00,0,27C,72,DR x CU,wellA,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,5.12.18,0:00,0:00,0,27C,75,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,5.12.18,0:00,0:00,0,27C,81,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,5.12.18,0:00,0:00,0,27C,86,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,5.12.18,0:00,0:00,0,27C,99,CU x BK,wellA,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,5.12.18,0:00,0:00,0,27C,106,SB x CU,wellA,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,5.12.18,0:00,0:00,0,27C,109,LS x BK,wellA,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,5.12.18,0:00,0:00,0,27C,112,LS x DR,wellA,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,5.12.18,0:00,0:00,0,27C,116,SB x LS,wellA,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,5.12.18,0:00,0:00,0,27C,131,BK x BK,wellA,100,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,5.12.18,0:00,0:00,0,27C,144,CU x BK,wellA,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,5.12.18,0:00,0:00,0,27C,150,LS x SB,wellA,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,5.12.18,0:00,0:00,0,27C,151,SB x DR,wellA,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,5.12.18,0:00,0:00,0,27C,154,LS x CU,wellA,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,5.12.18,0:00,0:00,0,27C,157,LS x CU,wellA,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,5.12.18,0:00,0:00,0,27C,158,CU x SB,wellA,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,5.12.18,0:00,0:00,0,27C,159,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,5.12.18,0:00,0:00,0,27C,161,DR x SB,wellA,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,5.12.18,0:00,0:00,0,27C,167,SB x SB,wellA,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,5.12.18,0:00,0:00,0,27C,168,LS x LS,wellA,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,5.12.18,0:00,0:00,0,27C,169,DR x BK,wellA,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899,5.12.18,0:00,0:00,0,27C,170,CU x DR,wellA,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,5.12.18,0:00,0:00,0,27C,175,DR x DR,wellA,100,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,5.12.18,0:00,0:00,0,27C,178,SB x BK,wellA,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,5.12.18,0:00,0:00,0,27C,182,CU x DR,wellA,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,5.12.18,0:00,0:00,0,27C,187,CU x CU,wellA,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,5.12.18,0:00,0:00,0,27C,5,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,5.12.18,0:00,0:00,0,27C,9,BK x DR,wellB,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,5.12.18,0:00,0:00,0,27C,16,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,5.12.18,0:00,0:00,0,27C,32,CU x LS,wellB,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,5.12.18,0:00,0:00,0,27C,43,BK x LS,wellB,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,5.12.18,0:00,0:00,0,27C,46,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,5.12.18,0:00,0:00,0,27C,52,DR x BK,wellB,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,5.12.18,0:00,0:00,0,27C,55,BK x LS,wellB,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,5.12.18,0:00,0:00,0,27C,58,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,5.12.18,0:00,0:00,0,27C,61,BK x DR,wellB,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,5.12.18,0:00,0:00,0,27C,66,BK x LS,wellB,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,5.12.18,0:00,0:00,0,27C,72,DR x CU,wellB,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,5.12.18,0:00,0:00,0,27C,75,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,5.12.18,0:00,0:00,0,27C,81,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,5.12.18,0:00,0:00,0,27C,86,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,5.12.18,0:00,0:00,0,27C,99,CU x BK,wellB,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,5.12.18,0:00,0:00,0,27C,106,SB x CU,wellB,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,5.12.18,0:00,0:00,0,27C,109,LS x BK,wellB,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,5.12.18,0:00,0:00,0,27C,112,LS x DR,wellB,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,5.12.18,0:00,0:00,0,27C,116,SB x LS,wellB,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
