Time,Month,Year,Temp,Reef,Bleaching,Lat,Long
26/02/2014,Feb,2014,29.5782013,Curd,nonbleach,-12.58499,143.51148
27/02/2014,Feb,2014,29.7558346,Curd,nonbleach,-12.58499,143.51148
28/02/2014,Feb,2014,29.7100544,Curd,nonbleach,-12.58499,143.51148
1/02/2014,Feb,2014,28.301302,Long sandy,nonbleach,-12.50029,143.78481
2/02/2014,Feb,2014,28.1066399,Long sandy,nonbleach,-12.50029,143.78481
3/02/2014,Feb,2014,28.355444,Long sandy,nonbleach,-12.50029,143.78481
4/02/2014,Feb,2014,28.5150814,Long sandy,nonbleach,-12.50029,143.78481
5/02/2014,Feb,2014,28.6477795,Long sandy,nonbleach,-12.50029,143.78481
6/02/2014,Feb,2014,28.7381535,Long sandy,nonbleach,-12.50029,143.78481
7/02/2014,Feb,2014,28.7274494,Long sandy,nonbleach,-12.50029,143.78481
8/02/2014,Feb,2014,28.7278271,Long sandy,nonbleach,-12.50029,143.78481
9/02/2014,Feb,2014,28.8651524,Long sandy,nonbleach,-12.50029,143.78481
10/02/2014,Feb,2014,28.8675652,Long sandy,nonbleach,-12.50029,143.78481
11/02/2014,Feb,2014,28.8363438,Long sandy,nonbleach,-12.50029,143.78481
12/02/2014,Feb,2014,28.8142776,Long sandy,nonbleach,-12.50029,143.78481
13/02/2014,Feb,2014,29.0084667,Long sandy,nonbleach,-12.50029,143.78481
14/02/2014,Feb,2014,29.0303764,Long sandy,nonbleach,-12.50029,143.78481
15/02/2014,Feb,2014,29.0158768,Long sandy,nonbleach,-12.50029,143.78481
16/02/2014,Feb,2014,28.9980278,Long sandy,nonbleach,-12.50029,143.78481
17/02/2014,Feb,2014,28.6616154,Long sandy,nonbleach,-12.50029,143.78481
18/02/2014,Feb,2014,28.5558186,Long sandy,nonbleach,-12.50029,143.78481
19/02/2014,Feb,2014,28.2437992,Long sandy,nonbleach,-12.50029,143.78481
20/02/2014,Feb,2014,28.3636322,Long sandy,nonbleach,-12.50029,143.78481
21/02/2014,Feb,2014,28.5409412,Long sandy,nonbleach,-12.50029,143.78481
22/02/2014,Feb,2014,28.7564507,Long sandy,nonbleach,-12.50029,143.78481
23/02/2014,Feb,2014,28.9059391,Long sandy,nonbleach,-12.50029,143.78481
24/02/2014,Feb,2014,29.1064854,Long sandy,nonbleach,-12.50029,143.78481
25/02/2014,Feb,2014,29.115345,Long sandy,nonbleach,-12.50029,143.78481
26/02/2014,Feb,2014,29.2232399,Long sandy,nonbleach,-12.50029,143.78481
27/02/2014,Feb,2014,29.3549747,Long sandy,nonbleach,-12.50029,143.78481
28/02/2014,Feb,2014,29.3526745,Long sandy,nonbleach,-12.50029,143.78481
1/02/2014,Feb,2014,28.3013515,Davies,nonbleach,-18.821744,147.649492
2/02/2014,Feb,2014,28.1387901,Davies,nonbleach,-18.821744,147.649492
3/02/2014,Feb,2014,27.9443455,Davies,nonbleach,-18.821744,147.649492
4/02/2014,Feb,2014,28.0330944,Davies,nonbleach,-18.821744,147.649492
5/02/2014,Feb,2014,28.0266933,Davies,nonbleach,-18.821744,147.649492
6/02/2014,Feb,2014,27.9496155,Davies,nonbleach,-18.821744,147.649492
7/02/2014,Feb,2014,27.8590622,Davies,nonbleach,-18.821744,147.649492
8/02/2014,Feb,2014,27.8393917,Davies,nonbleach,-18.821744,147.649492
9/02/2014,Feb,2014,28.0613327,Davies,nonbleach,-18.821744,147.649492
10/02/2014,Feb,2014,28.1721382,Davies,nonbleach,-18.821744,147.649492
11/02/2014,Feb,2014,28.1311836,Davies,nonbleach,-18.821744,147.649492
12/02/2014,Feb,2014,28.1088581,Davies,nonbleach,-18.821744,147.649492
13/02/2014,Feb,2014,28.1315613,Davies,nonbleach,-18.821744,147.649492
14/02/2014,Feb,2014,28.4906178,Davies,nonbleach,-18.821744,147.649492
15/02/2014,Feb,2014,28.7218075,Davies,nonbleach,-18.821744,147.649492
16/02/2014,Feb,2014,28.4976673,Davies,nonbleach,-18.821744,147.649492
17/02/2014,Feb,2014,28.2986584,Davies,nonbleach,-18.821744,147.649492
18/02/2014,Feb,2014,28.1525269,Davies,nonbleach,-18.821744,147.649492
19/02/2014,Feb,2014,28.2162914,Davies,nonbleach,-18.821744,147.649492
20/02/2014,Feb,2014,28.6872177,Davies,nonbleach,-18.821744,147.649492
21/02/2014,Feb,2014,28.6121235,Davies,nonbleach,-18.821744,147.649492
22/02/2014,Feb,2014,28.4559536,Davies,nonbleach,-18.821744,147.649492
23/02/2014,Feb,2014,28.376873,Davies,nonbleach,-18.821744,147.649492
24/02/2014,Feb,2014,28.2188263,Davies,nonbleach,-18.821744,147.649492
25/02/2014,Feb,2014,28.1244774,Davies,nonbleach,-18.821744,147.649492
26/02/2014,Feb,2014,28.2946529,Davies,nonbleach,-18.821744,147.649492
27/02/2014,Feb,2014,28.2933807,Davies,nonbleach,-18.821744,147.649492
28/02/2014,Feb,2014,28.3028469,Davies,nonbleach,-18.821744,147.649492
1/02/2014,Feb,2014,28.3174057,Backnumbers,nonbleach,-18.507467,147.146435
2/02/2014,Feb,2014,28.1821766,Backnumbers,nonbleach,-18.507467,147.146435
3/02/2014,Feb,2014,28.0560932,Backnumbers,nonbleach,-18.507467,147.146435
4/02/2014,Feb,2014,28.0226688,Backnumbers,nonbleach,-18.507467,147.146435
5/02/2014,Feb,2014,27.9951382,Backnumbers,nonbleach,-18.507467,147.146435
6/02/2014,Feb,2014,27.9807606,Backnumbers,nonbleach,-18.507467,147.146435
7/02/2014,Feb,2014,27.9018917,Backnumbers,nonbleach,-18.507467,147.146435
8/02/2014,Feb,2014,27.8676395,Backnumbers,nonbleach,-18.507467,147.146435
9/02/2014,Feb,2014,27.9861851,Backnumbers,nonbleach,-18.507467,147.146435
10/02/2014,Feb,2014,28.0937119,Backnumbers,nonbleach,-18.507467,147.146435
11/02/2014,Feb,2014,28.0819798,Backnumbers,nonbleach,-18.507467,147.146435
12/02/2014,Feb,2014,28.1016464,Backnumbers,nonbleach,-18.507467,147.146435
13/02/2014,Feb,2014,28.1906967,Backnumbers,nonbleach,-18.507467,147.146435
14/02/2014,Feb,2014,28.6240025,Backnumbers,nonbleach,-18.507467,147.146435
15/02/2014,Feb,2014,28.8173962,Backnumbers,nonbleach,-18.507467,147.146435
16/02/2014,Feb,2014,28.3216114,Backnumbers,nonbleach,-18.507467,147.146435
17/02/2014,Feb,2014,28.2431984,Backnumbers,nonbleach,-18.507467,147.146435
18/02/2014,Feb,2014,28.2650394,Backnumbers,nonbleach,-18.507467,147.146435
19/02/2014,Feb,2014,28.3358631,Backnumbers,nonbleach,-18.507467,147.146435
20/02/2014,Feb,2014,28.8763199,Backnumbers,nonbleach,-18.507467,147.146435
21/02/2014,Feb,2014,28.8521614,Backnumbers,nonbleach,-18.507467,147.146435
22/02/2014,Feb,2014,28.593895,Backnumbers,nonbleach,-18.507467,147.146435
23/02/2014,Feb,2014,28.5761242,Backnumbers,nonbleach,-18.507467,147.146435
24/02/2014,Feb,2014,28.3502445,Backnumbers,nonbleach,-18.507467,147.146435
25/02/2014,Feb,2014,28.2044353,Backnumbers,nonbleach,-18.507467,147.146435
26/02/2014,Feb,2014,28.3666363,Backnumbers,nonbleach,-18.507467,147.146435
27/02/2014,Feb,2014,28.2630138,Backnumbers,nonbleach,-18.507467,147.146435
28/02/2014,Feb,2014,28.2295094,Backnumbers,nonbleach,-18.507467,147.146435
1/02/2014,Feb,2014,28.4759254,Sand Bank No_7,nonbleach,-13.4362,143.9714
2/02/2014,Feb,2014,28.4752121,Sand Bank No_7,nonbleach,-13.4362,143.9714
3/02/2014,Feb,2014,28.4787941,Sand Bank No_7,nonbleach,-13.4362,143.9714
4/02/2014,Feb,2014,28.7379456,Sand Bank No_7,nonbleach,-13.4362,143.9714
5/02/2014,Feb,2014,28.8800812,Sand Bank No_7,nonbleach,-13.4362,143.9714
6/02/2014,Feb,2014,28.9083271,Sand Bank No_7,nonbleach,-13.4362,143.9714
7/02/2014,Feb,2014,28.8700333,Sand Bank No_7,nonbleach,-13.4362,143.9714
8/02/2014,Feb,2014,28.9318237,Sand Bank No_7,nonbleach,-13.4362,143.9714
9/02/2014,Feb,2014,29.046524,Sand Bank No_7,nonbleach,-13.4362,143.9714
10/02/2014,Feb,2014,28.8550339,Sand Bank No_7,nonbleach,-13.4362,143.9714
11/02/2014,Feb,2014,28.7798824,Sand Bank No_7,nonbleach,-13.4362,143.9714
12/02/2014,Feb,2014,28.7208061,Sand Bank No_7,nonbleach,-13.4362,143.9714
13/02/2014,Feb,2014,28.8575306,Sand Bank No_7,nonbleach,-13.4362,143.9714
14/02/2014,Feb,2014,28.988657,Sand Bank No_7,nonbleach,-13.4362,143.9714
15/02/2014,Feb,2014,29.1762981,Sand Bank No_7,nonbleach,-13.4362,143.9714
16/02/2014,Feb,2014,28.979681,Sand Bank No_7,nonbleach,-13.4362,143.9714
17/02/2014,Feb,2014,28.9206371,Sand Bank No_7,nonbleach,-13.4362,143.9714
18/02/2014,Feb,2014,28.837471,Sand Bank No_7,nonbleach,-13.4362,143.9714
19/02/2014,Feb,2014,28.723505,Sand Bank No_7,nonbleach,-13.4362,143.9714
20/02/2014,Feb,2014,28.6881313,Sand Bank No_7,nonbleach,-13.4362,143.9714
21/02/2014,Feb,2014,29.0356598,Sand Bank No_7,nonbleach,-13.4362,143.9714
22/02/2014,Feb,2014,29.2642632,Sand Bank No_7,nonbleach,-13.4362,143.9714
23/02/2014,Feb,2014,29.1044216,Sand Bank No_7,nonbleach,-13.4362,143.9714
24/02/2014,Feb,2014,29.0574398,Sand Bank No_7,nonbleach,-13.4362,143.9714
25/02/2014,Feb,2014,29.3443222,Sand Bank No_7,nonbleach,-13.4362,143.9714
26/02/2014,Feb,2014,29.3561687,Sand Bank No_7,nonbleach,-13.4362,143.9714
27/02/2014,Feb,2014,29.2891979,Sand Bank No_7,nonbleach,-13.4362,143.9714
28/02/2014,Feb,2014,28.9244785,Sand Bank No_7,nonbleach,-13.4362,143.9714
1/12/2014,Dec,2014,28.3550072,Curd,nonbleach,-12.58499,143.51148
2/12/2014,Dec,2014,28.4485779,Curd,nonbleach,-12.58499,143.51148
3/12/2014,Dec,2014,28.3735352,Curd,nonbleach,-12.58499,143.51148
4/12/2014,Dec,2014,28.381031,Curd,nonbleach,-12.58499,143.51148
5/12/2014,Dec,2014,28.4700966,Curd,nonbleach,-12.58499,143.51148
6/12/2014,Dec,2014,28.8268681,Curd,nonbleach,-12.58499,143.51148
7/12/2014,Dec,2014,28.6204033,Curd,nonbleach,-12.58499,143.51148
8/12/2014,Dec,2014,28.7784443,Curd,nonbleach,-12.58499,143.51148
9/12/2014,Dec,2014,28.9710979,Curd,nonbleach,-12.58499,143.51148
10/12/2014,Dec,2014,28.9966011,Curd,nonbleach,-12.58499,143.51148
11/12/2014,Dec,2014,29.1510963,Curd,nonbleach,-12.58499,143.51148
12/12/2014,Dec,2014,29.3174076,Curd,nonbleach,-12.58499,143.51148
13/12/2014,Dec,2014,29.4558353,Curd,nonbleach,-12.58499,143.51148
14/12/2014,Dec,2014,29.5445271,Curd,nonbleach,-12.58499,143.51148
15/12/2014,Dec,2014,29.4923916,Curd,nonbleach,-12.58499,143.51148
16/12/2014,Dec,2014,29.6684628,Curd,nonbleach,-12.58499,143.51148
17/12/2014,Dec,2014,29.9038696,Curd,nonbleach,-12.58499,143.51148
18/12/2014,Dec,2014,29.8313332,Curd,nonbleach,-12.58499,143.51148
19/12/2014,Dec,2014,29.6551704,Curd,nonbleach,-12.58499,143.51148
20/12/2014,Dec,2014,29.8760166,Curd,nonbleach,-12.58499,143.51148
21/12/2014,Dec,2014,29.5109501,Curd,nonbleach,-12.58499,143.51148
22/12/2014,Dec,2014,29.4395275,Curd,nonbleach,-12.58499,143.51148
23/12/2014,Dec,2014,29.4189777,Curd,nonbleach,-12.58499,143.51148
24/12/2014,Dec,2014,29.5861912,Curd,nonbleach,-12.58499,143.51148
25/12/2014,Dec,2014,29.4723568,Curd,nonbleach,-12.58499,143.51148
26/12/2014,Dec,2014,29.4588051,Curd,nonbleach,-12.58499,143.51148
27/12/2014,Dec,2014,29.51087,Curd,nonbleach,-12.58499,143.51148
28/12/2014,Dec,2014,29.5235786,Curd,nonbleach,-12.58499,143.51148
29/12/2014,Dec,2014,29.5631771,Curd,nonbleach,-12.58499,143.51148
30/12/2014,Dec,2014,29.8030472,Curd,nonbleach,-12.58499,143.51148
31/12/2014,Dec,2014,29.8915367,Curd,nonbleach,-12.58499,143.51148
1/12/2014,Dec,2014,27.3006001,Long sandy,nonbleach,-12.50029,143.78481
2/12/2014,Dec,2014,27.2635574,Long sandy,nonbleach,-12.50029,143.78481
3/12/2014,Dec,2014,27.2103004,Long sandy,nonbleach,-12.50029,143.78481
4/12/2014,Dec,2014,27.2186012,Long sandy,nonbleach,-12.50029,143.78481
5/12/2014,Dec,2014,27.1858883,Long sandy,nonbleach,-12.50029,143.78481
6/12/2014,Dec,2014,27.3570709,Long sandy,nonbleach,-12.50029,143.78481
7/12/2014,Dec,2014,27.5084515,Long sandy,nonbleach,-12.50029,143.78481
8/12/2014,Dec,2014,27.9439907,Long sandy,nonbleach,-12.50029,143.78481
9/12/2014,Dec,2014,28.2649155,Long sandy,nonbleach,-12.50029,143.78481
10/12/2014,Dec,2014,28.3316002,Long sandy,nonbleach,-12.50029,143.78481
11/12/2014,Dec,2014,28.3686752,Long sandy,nonbleach,-12.50029,143.78481
12/12/2014,Dec,2014,28.6574707,Long sandy,nonbleach,-12.50029,143.78481
13/12/2014,Dec,2014,28.7387581,Long sandy,nonbleach,-12.50029,143.78481
14/12/2014,Dec,2014,28.384016,Long sandy,nonbleach,-12.50029,143.78481
15/12/2014,Dec,2014,28.6721611,Long sandy,nonbleach,-12.50029,143.78481
16/12/2014,Dec,2014,28.9858608,Long sandy,nonbleach,-12.50029,143.78481
17/12/2014,Dec,2014,29.223917,Long sandy,nonbleach,-12.50029,143.78481
18/12/2014,Dec,2014,29.1756115,Long sandy,nonbleach,-12.50029,143.78481
19/12/2014,Dec,2014,29.2714634,Long sandy,nonbleach,-12.50029,143.78481
20/12/2014,Dec,2014,29.074707,Long sandy,nonbleach,-12.50029,143.78481
21/12/2014,Dec,2014,28.8304806,Long sandy,nonbleach,-12.50029,143.78481
22/12/2014,Dec,2014,28.572279,Long sandy,nonbleach,-12.50029,143.78481
23/12/2014,Dec,2014,28.5395355,Long sandy,nonbleach,-12.50029,143.78481
24/12/2014,Dec,2014,28.5631962,Long sandy,nonbleach,-12.50029,143.78481
25/12/2014,Dec,2014,28.5955296,Long sandy,nonbleach,-12.50029,143.78481
26/12/2014,Dec,2014,28.5913143,Long sandy,nonbleach,-12.50029,143.78481
27/12/2014,Dec,2014,28.622488,Long sandy,nonbleach,-12.50029,143.78481
28/12/2014,Dec,2014,28.6548347,Long sandy,nonbleach,-12.50029,143.78481
29/12/2014,Dec,2014,28.7023449,Long sandy,nonbleach,-12.50029,143.78481
30/12/2014,Dec,2014,28.864275,Long sandy,nonbleach,-12.50029,143.78481
31/12/2014,Dec,2014,28.9815655,Long sandy,nonbleach,-12.50029,143.78481
1/12/2014,Dec,2014,27.5932159,Davies,nonbleach,-18.821744,147.649492
2/12/2014,Dec,2014,27.9188728,Davies,nonbleach,-18.821744,147.649492
3/12/2014,Dec,2014,27.9441357,Davies,nonbleach,-18.821744,147.649492
4/12/2014,Dec,2014,27.8466606,Davies,nonbleach,-18.821744,147.649492
5/12/2014,Dec,2014,28.3837471,Davies,nonbleach,-18.821744,147.649492
6/12/2014,Dec,2014,28.1558266,Davies,nonbleach,-18.821744,147.649492
7/12/2014,Dec,2014,28.0899906,Davies,nonbleach,-18.821744,147.649492
8/12/2014,Dec,2014,28.571661,Davies,nonbleach,-18.821744,147.649492
9/12/2014,Dec,2014,28.997757,Davies,nonbleach,-18.821744,147.649492
10/12/2014,Dec,2014,29.5287285,Davies,nonbleach,-18.821744,147.649492
11/12/2014,Dec,2014,30.0097446,Davies,nonbleach,-18.821744,147.649492
12/12/2014,Dec,2014,29.299181,Davies,nonbleach,-18.821744,147.649492
13/12/2014,Dec,2014,29.2937279,Davies,nonbleach,-18.821744,147.649492
14/12/2014,Dec,2014,29.1740685,Davies,nonbleach,-18.821744,147.649492
15/12/2014,Dec,2014,29.1919041,Davies,nonbleach,-18.821744,147.649492
16/12/2014,Dec,2014,29.5560722,Davies,nonbleach,-18.821744,147.649492
17/12/2014,Dec,2014,29.6542816,Davies,nonbleach,-18.821744,147.649492
18/12/2014,Dec,2014,29.7762089,Davies,nonbleach,-18.821744,147.649492
19/12/2014,Dec,2014,30.1249924,Davies,nonbleach,-18.821744,147.649492
20/12/2014,Dec,2014,29.9651489,Davies,nonbleach,-18.821744,147.649492
21/12/2014,Dec,2014,29.57897,Davies,nonbleach,-18.821744,147.649492
22/12/2014,Dec,2014,28.6424389,Davies,nonbleach,-18.821744,147.649492
23/12/2014,Dec,2014,28.2769413,Davies,nonbleach,-18.821744,147.649492
24/12/2014,Dec,2014,28.2825394,Davies,nonbleach,-18.821744,147.649492
25/12/2014,Dec,2014,28.5719738,Davies,nonbleach,-18.821744,147.649492
26/12/2014,Dec,2014,28.6104774,Davies,nonbleach,-18.821744,147.649492
27/12/2014,Dec,2014,28.8794193,Davies,nonbleach,-18.821744,147.649492
28/12/2014,Dec,2014,29.1568489,Davies,nonbleach,-18.821744,147.649492
29/12/2014,Dec,2014,29.4821243,Davies,nonbleach,-18.821744,147.649492
30/12/2014,Dec,2014,29.9747868,Davies,nonbleach,-18.821744,147.649492
31/12/2014,Dec,2014,30.256731,Davies,nonbleach,-18.821744,147.649492
1/12/2014,Dec,2014,27.8584938,Backnumbers,nonbleach,-18.507467,147.146435
2/12/2014,Dec,2014,28.1718159,Backnumbers,nonbleach,-18.507467,147.146435
3/12/2014,Dec,2014,28.188282,Backnumbers,nonbleach,-18.507467,147.146435
4/12/2014,Dec,2014,27.907053,Backnumbers,nonbleach,-18.507467,147.146435
5/12/2014,Dec,2014,28.4482517,Backnumbers,nonbleach,-18.507467,147.146435
6/12/2014,Dec,2014,28.2004375,Backnumbers,nonbleach,-18.507467,147.146435
7/12/2014,Dec,2014,28.1018581,Backnumbers,nonbleach,-18.507467,147.146435
8/12/2014,Dec,2014,28.5298309,Backnumbers,nonbleach,-18.507467,147.146435
9/12/2014,Dec,2014,29.018322,Backnumbers,nonbleach,-18.507467,147.146435
10/12/2014,Dec,2014,29.7026749,Backnumbers,nonbleach,-18.507467,147.146435
11/12/2014,Dec,2014,29.9339619,Backnumbers,nonbleach,-18.507467,147.146435
12/12/2014,Dec,2014,29.0533257,Backnumbers,nonbleach,-18.507467,147.146435
13/12/2014,Dec,2014,28.797451,Backnumbers,nonbleach,-18.507467,147.146435
14/12/2014,Dec,2014,28.8660412,Backnumbers,nonbleach,-18.507467,147.146435
15/12/2014,Dec,2014,29.0856705,Backnumbers,nonbleach,-18.507467,147.146435
16/12/2014,Dec,2014,29.6421776,Backnumbers,nonbleach,-18.507467,147.146435
17/12/2014,Dec,2014,29.7387085,Backnumbers,nonbleach,-18.507467,147.146435
18/12/2014,Dec,2014,29.7714138,Backnumbers,nonbleach,-18.507467,147.146435
19/12/2014,Dec,2014,29.820343,Backnumbers,nonbleach,-18.507467,147.146435
20/12/2014,Dec,2014,29.4454765,Backnumbers,nonbleach,-18.507467,147.146435
21/12/2014,Dec,2014,29.2249928,Backnumbers,nonbleach,-18.507467,147.146435
22/12/2014,Dec,2014,28.7022896,Backnumbers,nonbleach,-18.507467,147.146435
23/12/2014,Dec,2014,28.5174618,Backnumbers,nonbleach,-18.507467,147.146435
24/12/2014,Dec,2014,28.5468979,Backnumbers,nonbleach,-18.507467,147.146435
25/12/2014,Dec,2014,28.6994801,Backnumbers,nonbleach,-18.507467,147.146435
26/12/2014,Dec,2014,28.8618145,Backnumbers,nonbleach,-18.507467,147.146435
27/12/2014,Dec,2014,29.0829124,Backnumbers,nonbleach,-18.507467,147.146435
28/12/2014,Dec,2014,29.2832584,Backnumbers,nonbleach,-18.507467,147.146435
29/12/2014,Dec,2014,29.6257038,Backnumbers,nonbleach,-18.507467,147.146435
30/12/2014,Dec,2014,30.0015602,Backnumbers,nonbleach,-18.507467,147.146435
31/12/2014,Dec,2014,30.1265316,Backnumbers,nonbleach,-18.507467,147.146435
1/12/2014,Dec,2014,27.5326786,Sand Bank No_7,nonbleach,-13.4362,143.9714
2/12/2014,Dec,2014,27.5625439,Sand Bank No_7,nonbleach,-13.4362,143.9714
3/12/2014,Dec,2014,27.4060574,Sand Bank No_7,nonbleach,-13.4362,143.9714
4/12/2014,Dec,2014,27.425703,Sand Bank No_7,nonbleach,-13.4362,143.9714
5/12/2014,Dec,2014,27.4290466,Sand Bank No_7,nonbleach,-13.4362,143.9714
6/12/2014,Dec,2014,27.6829929,Sand Bank No_7,nonbleach,-13.4362,143.9714
7/12/2014,Dec,2014,28.1943989,Sand Bank No_7,nonbleach,-13.4362,143.9714
8/12/2014,Dec,2014,28.3729706,Sand Bank No_7,nonbleach,-13.4362,143.9714
9/12/2014,Dec,2014,28.6447887,Sand Bank No_7,nonbleach,-13.4362,143.9714
10/12/2014,Dec,2014,28.7590618,Sand Bank No_7,nonbleach,-13.4362,143.9714
11/12/2014,Dec,2014,28.7447968,Sand Bank No_7,nonbleach,-13.4362,143.9714
12/12/2014,Dec,2014,28.8433838,Sand Bank No_7,nonbleach,-13.4362,143.9714
13/12/2014,Dec,2014,28.8361416,Sand Bank No_7,nonbleach,-13.4362,143.9714
14/12/2014,Dec,2014,28.9351444,Sand Bank No_7,nonbleach,-13.4362,143.9714
15/12/2014,Dec,2014,29.1441326,Sand Bank No_7,nonbleach,-13.4362,143.9714
16/12/2014,Dec,2014,29.5474129,Sand Bank No_7,nonbleach,-13.4362,143.9714
17/12/2014,Dec,2014,29.7844505,Sand Bank No_7,nonbleach,-13.4362,143.9714
18/12/2014,Dec,2014,29.7919102,Sand Bank No_7,nonbleach,-13.4362,143.9714
19/12/2014,Dec,2014,29.2147236,Sand Bank No_7,nonbleach,-13.4362,143.9714
20/12/2014,Dec,2014,29.170517,Sand Bank No_7,nonbleach,-13.4362,143.9714
21/12/2014,Dec,2014,28.9900627,Sand Bank No_7,nonbleach,-13.4362,143.9714
22/12/2014,Dec,2014,28.7119713,Sand Bank No_7,nonbleach,-13.4362,143.9714
23/12/2014,Dec,2014,28.7308064,Sand Bank No_7,nonbleach,-13.4362,143.9714
24/12/2014,Dec,2014,28.9137859,Sand Bank No_7,nonbleach,-13.4362,143.9714
25/12/2014,Dec,2014,28.8090363,Sand Bank No_7,nonbleach,-13.4362,143.9714
26/12/2014,Dec,2014,28.7825661,Sand Bank No_7,nonbleach,-13.4362,143.9714
27/12/2014,Dec,2014,28.7502117,Sand Bank No_7,nonbleach,-13.4362,143.9714
28/12/2014,Dec,2014,28.789011,Sand Bank No_7,nonbleach,-13.4362,143.9714
29/12/2014,Dec,2014,28.7959862,Sand Bank No_7,nonbleach,-13.4362,143.9714
30/12/2014,Dec,2014,29.2939816,Sand Bank No_7,nonbleach,-13.4362,143.9714
31/12/2014,Dec,2014,29.2500935,Sand Bank No_7,nonbleach,-13.4362,143.9714
1/01/2015,Jan,2015,29.8577423,Curd,nonbleach,-12.58499,143.51148
2/01/2015,Jan,2015,29.6349411,Curd,nonbleach,-12.58499,143.51148
3/01/2015,Jan,2015,29.6220074,Curd,nonbleach,-12.58499,143.51148
4/01/2015,Jan,2015,29.6749115,Curd,nonbleach,-12.58499,143.51148
5/01/2015,Jan,2015,29.541647,Curd,nonbleach,-12.58499,143.51148
6/01/2015,Jan,2015,29.5779266,Curd,nonbleach,-12.58499,143.51148
7/01/2015,Jan,2015,29.5270119,Curd,nonbleach,-12.58499,143.51148
8/01/2015,Jan,2015,29.6052589,Curd,nonbleach,-12.58499,143.51148
9/01/2015,Jan,2015,29.584156,Curd,nonbleach,-12.58499,143.51148
10/01/2015,Jan,2015,29.4761791,Curd,nonbleach,-12.58499,143.51148
11/01/2015,Jan,2015,29.4998379,Curd,nonbleach,-12.58499,143.51148
12/01/2015,Jan,2015,29.4863472,Curd,nonbleach,-12.58499,143.51148
13/01/2015,Jan,2015,29.528286,Curd,nonbleach,-12.58499,143.51148
14/01/2015,Jan,2015,29.2693634,Curd,nonbleach,-12.58499,143.51148
15/01/2015,Jan,2015,29.107029,Curd,nonbleach,-12.58499,143.51148
16/01/2015,Jan,2015,29.3577023,Curd,nonbleach,-12.58499,143.51148
17/01/2015,Jan,2015,29.3503876,Curd,nonbleach,-12.58499,143.51148
18/01/2015,Jan,2015,29.7017117,Curd,nonbleach,-12.58499,143.51148
19/01/2015,Jan,2015,29.6408958,Curd,nonbleach,-12.58499,143.51148
20/01/2015,Jan,2015,29.4381046,Curd,nonbleach,-12.58499,143.51148
21/01/2015,Jan,2015,29.2789669,Curd,nonbleach,-12.58499,143.51148
22/01/2015,Jan,2015,29.1614857,Curd,nonbleach,-12.58499,143.51148
23/01/2015,Jan,2015,29.1953964,Curd,nonbleach,-12.58499,143.51148
24/01/2015,Jan,2015,29.1598454,Curd,nonbleach,-12.58499,143.51148
25/01/2015,Jan,2015,29.2890778,Curd,nonbleach,-12.58499,143.51148
26/01/2015,Jan,2015,29.443903,Curd,nonbleach,-12.58499,143.51148
27/01/2015,Jan,2015,29.2124367,Curd,nonbleach,-12.58499,143.51148
28/01/2015,Jan,2015,28.9922543,Curd,nonbleach,-12.58499,143.51148
29/01/2015,Jan,2015,28.8753223,Curd,nonbleach,-12.58499,143.51148
30/01/2015,Jan,2015,28.8448849,Curd,nonbleach,-12.58499,143.51148
31/01/2015,Jan,2015,28.8161449,Curd,nonbleach,-12.58499,143.51148
1/01/2015,Jan,2015,28.7637196,Long sandy,nonbleach,-12.50029,143.78481
2/01/2015,Jan,2015,28.8702774,Long sandy,nonbleach,-12.50029,143.78481
3/01/2015,Jan,2015,29.0394726,Long sandy,nonbleach,-12.50029,143.78481
4/01/2015,Jan,2015,28.9126606,Long sandy,nonbleach,-12.50029,143.78481
5/01/2015,Jan,2015,28.9356728,Long sandy,nonbleach,-12.50029,143.78481
6/01/2015,Jan,2015,29.0256348,Long sandy,nonbleach,-12.50029,143.78481
7/01/2015,Jan,2015,29.0044708,Long sandy,nonbleach,-12.50029,143.78481
8/01/2015,Jan,2015,29.0068607,Long sandy,nonbleach,-12.50029,143.78481
9/01/2015,Jan,2015,28.8458786,Long sandy,nonbleach,-12.50029,143.78481
10/01/2015,Jan,2015,28.7723236,Long sandy,nonbleach,-12.50029,143.78481
11/01/2015,Jan,2015,28.7614098,Long sandy,nonbleach,-12.50029,143.78481
12/01/2015,Jan,2015,28.7359962,Long sandy,nonbleach,-12.50029,143.78481
13/01/2015,Jan,2015,28.754509,Long sandy,nonbleach,-12.50029,143.78481
14/01/2015,Jan,2015,28.6948624,Long sandy,nonbleach,-12.50029,143.78481
15/01/2015,Jan,2015,28.5851612,Long sandy,nonbleach,-12.50029,143.78481
16/01/2015,Jan,2015,28.8413353,Long sandy,nonbleach,-12.50029,143.78481
17/01/2015,Jan,2015,29.0141926,Long sandy,nonbleach,-12.50029,143.78481
18/01/2015,Jan,2015,29.4675274,Long sandy,nonbleach,-12.50029,143.78481
19/01/2015,Jan,2015,29.4497471,Long sandy,nonbleach,-12.50029,143.78481
20/01/2015,Jan,2015,29.2038651,Long sandy,nonbleach,-12.50029,143.78481
21/01/2015,Jan,2015,28.8178997,Long sandy,nonbleach,-12.50029,143.78481
22/01/2015,Jan,2015,28.3692703,Long sandy,nonbleach,-12.50029,143.78481
23/01/2015,Jan,2015,28.0282536,Long sandy,nonbleach,-12.50029,143.78481
