,Order,POSITION,SINGLE.CLUMP,Date,Timepoint,Treatment,Zoox,Tank,Replicate,Plate,Well,Mom,Dad,Family,Genetic,Recruit,Survival.T1,Condition
1024,9057,Centre Flat,s,25/02/2019,T8,32,C1,6,3,3,4,DR,SB,DRxSB,CrossHot ,6.3.4.1,1,0
1025,1746,Centre Flat,s,30/12/2019,T1,32,C1,6,3,3,4,DR,SB,DRxSB,CrossHot ,6.3.4.2,2,1
1026,9058,Centre Flat,s,25/02/2019,T8,32,C1,6,3,3,4,DR,SB,DRxSB,CrossHot ,6.3.4.2,2,1
1027,1750,Edge Flat,s,30/12/2019,T1,32,C1,6,3,3,4,DR,SB,DRxSB,CrossHot ,6.3.4.6,2,1
1028,9062,Edge Flat,s,25/02/2019,T8,32,C1,6,3,3,4,DR,SB,DRxSB,CrossHot ,6.3.4.6,1,0
1029,2210,Centre Flat,s,30/12/2019,T1,26,SS,7,1,12,1,CU,LS,CUxLS,CrossAmbo,7.12.1.1,2,1
1030,9522,Centre Flat,s,25/02/2019,T8,26,SS,7,1,12,1,CU,LS,CUxLS,CrossAmbo,7.12.1.1,2,1
1031,2213,Centre Flat,s,30/12/2019,T1,26,SS,7,1,12,2,CU,LS,CUxLS,CrossAmbo,7.12.2.1,2,1
1032,9525,Centre Flat,s,25/02/2019,T8,26,SS,7,1,12,2,CU,LS,CUxLS,CrossAmbo,7.12.2.1,2,1
1033,2214,Centre Flat,s,30/12/2019,T1,26,SS,7,1,12,2,CU,LS,CUxLS,CrossAmbo,7.12.2.2,2,1
1034,9526,Centre Flat,s,25/02/2019,T8,26,SS,7,1,12,2,CU,LS,CUxLS,CrossAmbo,7.12.2.2,2,1
1035,2220,Centre Flat,s,30/12/2019,T1,26,SS,7,1,12,4,LS,CU,LSxCU,CrossAmbo,7.12.4.1,2,1
1036,9532,Centre Flat,s,25/02/2019,T8,26,SS,7,1,12,4,LS,CU,LSxCU,CrossAmbo,7.12.4.1,2,1
1037,2221,Edge Flat,s,30/12/2019,T1,26,SS,7,1,12,4,LS,CU,LSxCU,CrossAmbo,7.12.4.2,2,1
1038,9533,Edge Flat,s,25/02/2019,T8,26,SS,7,1,12,4,LS,CU,LSxCU,CrossAmbo,7.12.4.2,2,1
1039,2283,Centre Flat,s,30/12/2019,T1,26,SS,7,1,12,5,SB,DR,SBxDR,CrossAmbo,7.12.5.1,2,1
1040,9595,Centre Flat,s,25/02/2019,T8,26,SS,7,1,12,5,SB,DR,SBxDR,CrossAmbo,7.12.5.1,2,1
1041,2286,Centre Flat,s,30/12/2019,T1,26,SS,7,1,12,6,SB,DR,SBxDR,CrossAmbo,7.12.6.1,2,1
1042,9598,Centre Flat,s,25/02/2019,T8,26,SS,7,1,12,6,SB,DR,SBxDR,CrossAmbo,7.12.6.1,1,0
1043,2287,Centre Flat,s,30/12/2019,T1,26,SS,7,1,13,2,CU,DR,CUxDR,CrossAmbo,7.13.2.1,2,1
1044,9599,Centre Flat,s,25/02/2019,T8,26,SS,7,1,13,2,CU,DR,CUxDR,CrossAmbo,7.13.2.1,2,1
1045,2288,Centre Flat,s,30/12/2019,T1,26,SS,7,1,13,2,CU,DR,CUxDR,CrossAmbo,7.13.2.2,2,1
1046,9600,Centre Flat,s,25/02/2019,T8,26,SS,7,1,13,2,CU,DR,CUxDR,CrossAmbo,7.13.2.2,2,1
1047,2276,Centre Flat,s,30/12/2019,T1,26,SS,7,1,13,5,DR,CU,DRxCU,CrossAmbo,7.13.5.1,2,1
1048,9588,Centre Flat,s,25/02/2019,T8,26,SS,7,1,13,5,DR,CU,DRxCU,CrossAmbo,7.13.5.1,2,1
1049,2277,Centre Flat,s,30/12/2019,T1,26,SS,7,1,13,5,DR,CU,DRxCU,CrossAmbo,7.13.5.2,2,1
1050,9589,Centre Flat,s,25/02/2019,T8,26,SS,7,1,13,5,DR,CU,DRxCU,CrossAmbo,7.13.5.2,2,1
1051,2282,Centre Flat,s,30/12/2019,T1,26,SS,7,1,13,6,DR,CU,DRxCU,CrossAmbo,7.13.6.1,2,1
1052,9594,Centre Flat,s,25/02/2019,T8,26,SS,7,1,13,6,DR,CU,DRxCU,CrossAmbo,7.13.6.1,2,1
1053,2395,Centre Flat,s,30/12/2019,T1,26,SS,7,1,14,4,BK,LS,BKxLS,CrossAmbo,7.14.4.1,2,1
1054,9707,Centre Flat,s,25/02/2019,T8,26,SS,7,1,14,4,BK,LS,BKxLS,CrossAmbo,7.14.4.1,2,1
1055,2396,Centre Flat,s,30/12/2019,T1,26,SS,7,1,14,4,BK,LS,BKxLS,CrossAmbo,7.14.4.2,2,1
1056,9708,Centre Flat,s,25/02/2019,T8,26,SS,7,1,14,4,BK,LS,BKxLS,CrossAmbo,7.14.4.2,2,1
1057,2397,Centre Flat,s,30/12/2019,T1,26,SS,7,1,14,4,BK,LS,BKxLS,CrossAmbo,7.14.4.3,2,1
1058,9709,Centre Flat,s,25/02/2019,T8,26,SS,7,1,14,4,BK,LS,BKxLS,CrossAmbo,7.14.4.3,2,1
1059,2231,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,1,LS,CU,LSxCU,CrossAmbo,7.16.1.1,2,1
1060,9543,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,1,LS,CU,LSxCU,CrossAmbo,7.16.1.1,2,1
1061,2235,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,2,LS,CU,LSxCU,CrossAmbo,7.16.2.1,2,1
1062,9547,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,2,LS,CU,LSxCU,CrossAmbo,7.16.2.1,2,1
1063,2236,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,2,LS,CU,LSxCU,CrossAmbo,7.16.2.2,2,1
1064,9548,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,2,LS,CU,LSxCU,CrossAmbo,7.16.2.2,2,1
1065,2239,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.1,2,1
1066,9551,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.1,2,1
1067,2240,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.2,2,1
1068,9552,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.2,2,1
1069,2241,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.3,2,1
1070,9553,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.3,2,1
1071,2242,Edge Flat,s,30/12/2019,T1,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.4,2,1
1072,9554,Edge Flat,s,25/02/2019,T8,26,SS,7,1,16,3,LS,CU,LSxCU,CrossAmbo,7.16.3.4,2,1
1073,2253,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,4,CU,LS,CUxLS,CrossAmbo,7.16.4.1,2,1
1074,9565,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,4,CU,LS,CUxLS,CrossAmbo,7.16.4.1,2,1
1075,2254,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,4,CU,LS,CUxLS,CrossAmbo,7.16.4.2,2,1
1076,9566,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,4,CU,LS,CUxLS,CrossAmbo,7.16.4.2,2,1
1077,2255,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,4,CU,LS,CUxLS,CrossAmbo,7.16.4.3,2,1
1078,9567,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,4,CU,LS,CUxLS,CrossAmbo,7.16.4.3,2,1
1079,2264,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,5,CU,LS,CUxLS,CrossAmbo,7.16.5.1,2,1
1080,9576,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,5,CU,LS,CUxLS,CrossAmbo,7.16.5.1,1,0
1081,2271,Centre Flat,s,30/12/2019,T1,26,SS,7,1,16,6,CU,LS,CUxLS,CrossAmbo,7.16.6.1,2,1
1082,9583,Centre Flat,s,25/02/2019,T8,26,SS,7,1,16,6,CU,LS,CUxLS,CrossAmbo,7.16.6.1,2,1
1083,2316,Centre Flat,s,30/12/2019,T1,26,SS,7,1,19,1,CU,BK,CUxBK,CrossAmbo,7.19.1.1,2,1
1084,9628,Centre Flat,s,25/02/2019,T8,26,SS,7,1,19,1,CU,BK,CUxBK,CrossAmbo,7.19.1.1,1,0
1085,2317,Edge Raised,s,30/12/2019,T1,26,SS,7,1,19,1,CU,BK,CUxBK,CrossAmbo,7.19.1.2,2,1
1086,9629,Edge Raised,s,25/02/2019,T8,26,SS,7,1,19,1,CU,BK,CUxBK,CrossAmbo,7.19.1.2,1,0
1087,2318,Edge Raised,s,30/12/2019,T1,26,SS,7,1,19,1,CU,BK,CUxBK,CrossAmbo,7.19.1.3,2,1
1088,9630,Edge Raised,s,25/02/2019,T8,26,SS,7,1,19,1,CU,BK,CUxBK,CrossAmbo,7.19.1.3,1,0
1089,2319,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.1,2,1
1090,9631,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.1,1,0
1091,2320,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.2,2,1
1092,9632,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.2,1,0
1093,2321,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.3,2,1
1094,9633,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.3,1,0
1095,2322,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.4,2,1
1096,9634,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,2,CU,BK,CUxBK,CrossAmbo,7.19.2.4,2,1
1097,2323,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.1,2,1
1098,9635,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.1,1,0
1099,2324,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.2,2,1
1100,9636,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.2,1,0
1101,2325,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.3,2,1
1102,9637,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.3,1,0
1103,2326,Centre Raised,s,30/12/2019,T1,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.4,2,1
1104,9638,Centre Raised,s,25/02/2019,T8,26,SS,7,1,19,3,CU,BK,CUxBK,CrossAmbo,7.19.3.4,1,0
1105,2327,Centre Flat,s,30/12/2019,T1,26,SS,7,1,19,4,SB,SB,SBxSB,PureAmbo,7.19.4.1,2,1
1106,9639,Centre Flat,s,25/02/2019,T8,26,SS,7,1,19,4,SB,SB,SBxSB,PureAmbo,7.19.4.1,2,1
1107,2332,Centre Flat,s,30/12/2019,T1,26,SS,7,1,19,6,SB,SB,SBxSB,PureAmbo,7.19.6.1,2,1
1108,9644,Centre Flat,s,25/02/2019,T8,26,SS,7,1,19,6,SB,SB,SBxSB,PureAmbo,7.19.6.1,2,1
1109,2366,Centre Flat,s,30/12/2019,T1,26,SS,7,1,2,5,BK,BK,BKxBK,PureAmbo,7.2.5.1,2,1
1110,9678,Centre Flat,s,25/02/2019,T8,26,SS,7,1,2,5,BK,BK,BKxBK,PureAmbo,7.2.5.1,2,1
1111,2352,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.1,2,1
1112,9664,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.1,2,1
1113,2353,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.2,2,1
1114,9665,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.2,2,1
1115,2354,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.3,2,1
1116,9666,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.3,1,0
1117,2355,Centre Raised,s,30/12/2019,T1,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.4,2,1
1118,9667,Centre Raised,s,25/02/2019,T8,26,SS,7,1,23,1,BK,BK,BKxBK,PureAmbo,7.23.1.4,2,1
1119,2359,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,2,BK,BK,BKxBK,PureAmbo,7.23.2.1,2,1
1120,9671,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,2,BK,BK,BKxBK,PureAmbo,7.23.2.1,2,1
1121,2360,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,2,BK,BK,BKxBK,PureAmbo,7.23.2.2,2,1
1122,9672,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,2,BK,BK,BKxBK,PureAmbo,7.23.2.2,2,1
1123,2361,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,2,BK,BK,BKxBK,PureAmbo,7.23.2.3,2,1
1124,9673,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,2,BK,BK,BKxBK,PureAmbo,7.23.2.3,2,1
1125,2362,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,3,BK,BK,BKxBK,PureAmbo,7.23.3.1,2,1
1126,9674,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,3,BK,BK,BKxBK,PureAmbo,7.23.3.1,1,0
1127,2363,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,4,SB,LS,SBxLS,CrossAmbo,7.23.4.1,2,1
1128,9675,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,4,SB,LS,SBxLS,CrossAmbo,7.23.4.1,2,1
1129,2311,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,5,LS,SB,LSxSB,CrossAmbo,7.23.5.1.1,2,1
1130,2379,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,5,CU,CU,CUxCU,PureAmbo,7.23.5.1,2,1
1131,9623,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,5,LS,SB,LSxSB,CrossAmbo,7.23.5.1.1,2,1
1132,9691,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,5,CU,CU,CUxCU,PureAmbo,7.23.5.1,2,1
1133,2380,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,5,CU,CU,CUxCU,PureAmbo,7.23.5.2,2,1
1134,9692,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,5,CU,CU,CUxCU,PureAmbo,7.23.5.2,2,1
1135,2314,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,6,LS,SB,LSxSB,CrossAmbo,7.23.6.1.1,2,1
1136,2387,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,6,CU,CU,CUxCU,PureAmbo,7.23.6.1,2,2
1137,9626,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,6,LS,SB,LSxSB,CrossAmbo,7.23.6.1.1,2,1
1138,9699,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,6,CU,CU,CUxCU,PureAmbo,7.23.6.1,2,1
1139,2315,Centre Flat,s,30/12/2019,T1,26,SS,7,1,23,6,LS,SB,LSxSB,CrossAmbo,7.23.6.2,2,1
1140,9627,Centre Flat,s,25/02/2019,T8,26,SS,7,1,23,6,LS,SB,LSxSB,CrossAmbo,7.23.6.2,2,1
1141,2205,Centre Flat,s,30/12/2019,T1,26,SS,7,1,29,2,CU,SB,CUxSB,CrossAmbo,7.29.2.1,2,1
1142,9517,Centre Flat,s,25/02/2019,T8,26,SS,7,1,29,2,CU,SB,CUxSB,CrossAmbo,7.29.2.1,2,1
1143,2406,Centre Flat,s,30/12/2019,T1,26,SS,7,1,31,6,LS,BK,LSxBK,CrossAmbo,7.31.6.1,2,1
1144,9718,Centre Flat,s,25/02/2019,T8,26,SS,7,1,31,6,LS,BK,LSxBK,CrossAmbo,7.31.6.1,2,1
1145,2407,Centre Flat,s,30/12/2019,T1,26,SS,7,1,31,6,LS,BK,LSxBK,CrossAmbo,7.31.6.2,2,1
1146,9719,Centre Flat,s,25/02/2019,T8,26,SS,7,1,31,6,LS,BK,LSxBK,CrossAmbo,7.31.6.2,2,1
1147,2408,Centre Flat,s,30/12/2019,T1,26,SS,7,1,31,6,LS,BK,LSxBK,CrossAmbo,7.31.6.3,2,1
1148,2456,Edge Flat,s,30/12/2019,T1,32,SS,10,1,1,2,DR,CU,DRxCU,CrossHot ,10.1.2.1,2,1
1149,9768,Edge Flat,s,25/02/2019,T8,32,SS,10,1,1,2,DR,CU,DRxCU,CrossHot ,10.1.2.1,2,1
1150,2457,Centre Flat,s,30/12/2019,T1,32,SS,10,1,1,2,DR,CU,DRxCU,CrossHot ,10.1.2.2,2,1
1151,9769,Centre Flat,s,25/02/2019,T8,32,SS,10,1,1,2,DR,CU,DRxCU,CrossHot ,10.1.2.2,2,1
1152,2459,Centre Flat,s,30/12/2019,T1,32,SS,10,1,1,3,DR,CU,DRxCU,CrossHot ,10.1.3.1,2,1
1153,9771,Centre Flat,s,25/02/2019,T8,32,SS,10,1,1,3,DR,CU,DRxCU,CrossHot ,10.1.3.1,2,1
1154,2460,Centre Flat,s,30/12/2019,T1,32,SS,10,1,1,3,DR,CU,DRxCU,CrossHot ,10.1.3.2,2,1
1155,9772,Centre Flat,s,25/02/2019,T8,32,SS,10,1,1,3,DR,CU,DRxCU,CrossHot ,10.1.3.2,1,0
1156,2461,Centre Flat,s,30/12/2019,T1,32,SS,10,1,1,4,SB,DR,SBxDR,CrossHot ,10.1.4.1,2,1
1157,9773,Centre Flat,s,25/02/2019,T8,32,SS,10,1,1,4,SB,DR,SBxDR,CrossHot ,10.1.4.1,2,1
1158,2462,Centre Flat,s,30/12/2019,T1,32,SS,10,1,1,5,SB,DR,SBxDR,CrossHot ,10.1.5.1,2,1
1159,9774,Centre Flat,s,25/02/2019,T8,32,SS,10,1,1,5,SB,DR,SBxDR,CrossHot ,10.1.5.1,2,2
1160,2572,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.1.1,2,1
1161,2641,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,1,SB,SB,SBxSB,PureHot,10.10.1.1,2,1
1162,9884,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.1.1,2,1
1163,9953,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,1,SB,SB,SBxSB,PureHot,10.10.1.1,2,2
1164,2573,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.2,2,1
1165,9885,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.2,2,1
1166,2574,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.3,2,1
1167,9886,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.3,2,1
1168,2575,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.4,2,1
1169,9887,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.4,2,1
1170,2576,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.5,2,1
1171,9888,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,1,CU,CU,CUxCU,PureHot,10.10.1.5,2,1
1172,2581,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,2,CU,CU,CUxCU,PureHot,10.10.2.1.1,2,1
1173,2648,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,2,SB,SB,SBxSB,PureHot,10.10.2.1,2,1
1174,9893,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,2,CU,CU,CUxCU,PureHot,10.10.2.1.1,2,2
1175,9960,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,2,SB,SB,SBxSB,PureHot,10.10.2.1,2,1
1176,2649,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,2,SB,SB,SBxSB,PureHot,10.10.2.2,2,2
1177,9961,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,2,SB,SB,SBxSB,PureHot,10.10.2.2,2,1
1178,2582,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.1,2,1
1179,9894,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.1,2,1
1180,2583,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.2,2,1
1181,9895,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.2,2,1
1182,2584,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.3,2,1
1183,9896,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.3,2,2
1184,2585,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.4,2,1
1185,9897,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.4,2,2
1186,2586,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.5,2,1
1187,9898,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.5,2,1
1188,2587,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.6,2,1
1189,9899,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.6,2,1
1190,2588,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.7,2,1
1191,9900,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.7,2,1
1192,2589,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.8,2,1
1193,9901,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.8,2,1
1194,2590,Centre Flat,s,30/12/2019,T1,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.9,2,1
1195,9902,Centre Flat,s,25/02/2019,T8,32,SS,10,1,10,3,CU,CU,CUxCU,PureHot,10.10.3.9,2,2
1196,2874,Centre Flat,s,30/12/2019,T1,32,SS,10,1,24,1,BK,BK,BKxBK,PureHot,10.24.1.1,2,1
1197,10186,Centre Flat,s,25/02/2019,T8,32,SS,10,1,24,1,BK,BK,BKxBK,PureHot,10.24.1.1,2,1
1198,2534,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,1,LS,LS,LSxLS,PureHot,10.25.1.1.1,2,1
1199,2594,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,1,CU,CU,CUxCU,PureHot,10.25.1.1,2,1
1200,9846,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,1,LS,LS,LSxLS,PureHot,10.25.1.1.1,2,1
1201,9906,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,1,CU,CU,CUxCU,PureHot,10.25.1.1,2,1
1202,2535,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,1,LS,LS,LSxLS,PureHot,10.25.1.2.1,2,1
1203,2595,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,1,CU,CU,CUxCU,PureHot,10.25.1.2,2,1
1204,9847,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,1,LS,LS,LSxLS,PureHot,10.25.1.2.1,2,1
1205,9907,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,1,CU,CU,CUxCU,PureHot,10.25.1.2,2,1
1206,2547,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,2,LS,LS,LSxLS,PureHot,10.25.2.1.1,2,1
1207,2596,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,2,CU,CU,CUxCU,PureHot,10.25.2.1,2,1
1208,9859,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,2,LS,LS,LSxLS,PureHot,10.25.2.1.1,2,1
1209,9908,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,2,CU,CU,CUxCU,PureHot,10.25.2.1,2,1
1210,2557,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.1,2,1
1211,9869,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.1,2,1
1212,2558,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.2,2,1
1213,9870,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.2,2,1
1214,2559,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.3,2,1
1215,9871,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.3,2,1
1216,2560,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.4,2,1
1217,9872,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.4,2,1
1218,2561,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.5,2,1
1219,9873,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.5,2,1
1220,2562,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.6,2,1
1221,9874,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.6,2,1
1222,2563,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.7,2,1
1223,9875,Centre Flat,s,25/02/2019,T8,32,SS,10,1,25,3,LS,LS,LSxLS,PureHot,10.25.3.7,2,1
1224,2568,Centre Flat,s,30/12/2019,T1,32,SS,10,1,25,6,BK,SB,BKxSB,CrossHot ,10.25.6.1,2,2
