,Order,POSITION,SINGLE.CLUMP,Date,Timepoint,Treatment,Zoox,Tank,Replicate,Plate,Well,Mom,Dad,Family,Genetic,Recruit,Survival.T1,Condition
3833,8224,Centre Flat,s,25/02/2019,T8,26,C1,2,2,40,5,DR,DR,DRxDR,PureAmbo,2.40.5.3,2,1
3834,517,Centre Flat,s,30/12/2019,T1,26,C1,2,2,40,5,DR,DR,DRxDR,PureAmbo,2.40.5.4,2,1
3835,8225,Centre Flat,s,25/02/2019,T8,26,C1,2,2,40,5,DR,DR,DRxDR,PureAmbo,2.40.5.4,2,1
3836,521,Centre Flat,s,30/12/2019,T1,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.1,2,1
3837,8229,Centre Flat,s,25/02/2019,T8,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.1,2,1
3838,522,Centre Flat,s,30/12/2019,T1,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.2,2,1
3839,8230,Centre Flat,s,25/02/2019,T8,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.2,2,1
3840,523,Centre Flat,s,30/12/2019,T1,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.3,2,1
3841,8231,Centre Flat,s,25/02/2019,T8,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.3,2,1
3842,524,Edge Flat,s,30/12/2019,T1,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.4,2,1
3843,8232,Edge Flat,s,25/02/2019,T8,26,C1,2,2,40,6,DR,DR,DRxDR,PureAmbo,2.40.6.4,2,1
3844,536,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.1,2,1
3845,8244,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.1,1,0
3846,537,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.2,2,1
3847,8245,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.2,2,1
3848,538,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.3,2,1
3849,8246,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.3,2,1
3850,539,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.4,2,1
3851,8247,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.4,2,1
3852,540,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.5,2,1
3853,8248,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.5,2,1
3854,541,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.6,2,1
3855,8249,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.6,2,2
3856,542,Centre Raised,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.7,2,1
3857,8250,Centre Raised,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.7,2,2
3858,543,Centre Raised,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.8,2,1
3859,8251,Centre Raised,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.8,2,2
3860,544,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.9,2,1
3861,8252,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,1,BK,BK,BKxBK,PureAmbo,2.41.1.9,2,1
3862,549,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,2,BK,BK,BKxBK,PureAmbo,2.41.2.1,2,1
3863,8257,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,2,BK,BK,BKxBK,PureAmbo,2.41.2.1,2,2
3864,550,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,2,BK,BK,BKxBK,PureAmbo,2.41.2.2,2,1
3865,8258,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,2,BK,BK,BKxBK,PureAmbo,2.41.2.2,2,1
3866,551,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,2,BK,BK,BKxBK,PureAmbo,2.41.2.3,2,1
3867,8259,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,2,BK,BK,BKxBK,PureAmbo,2.41.2.3,2,1
3868,553,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,4,SB,LS,SBxLS,CrossAmbo,2.41.4.1,2,1
3869,8261,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,4,SB,LS,SBxLS,CrossAmbo,2.41.4.1,2,1
3870,554,Edge ,s,30/12/2019,T1,26,C1,2,2,41,4,SB,LS,SBxLS,CrossAmbo,2.41.4.2,2,1
3871,8262,Edge ,s,25/02/2019,T8,26,C1,2,2,41,4,SB,LS,SBxLS,CrossAmbo,2.41.4.2,2,1
3872,555,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,5,SB,LS,SBxLS,CrossAmbo,2.41.5.1,2,1
3873,8263,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,5,SB,LS,SBxLS,CrossAmbo,2.41.5.1,2,1
3874,556,Centre Flat,s,30/12/2019,T1,26,C1,2,2,41,6,SB,LS,SBxLS,CrossAmbo,2.41.6.1,2,1
3875,8264,Centre Flat,s,25/02/2019,T8,26,C1,2,2,41,6,SB,LS,SBxLS,CrossAmbo,2.41.6.1,2,1
3876,326,centre flat,s,30/12/2019,T1,26,C1,2,2,7,6,DR,CU,DRxCU,CrossAmbo,2.7.6.1,2,1
3877,8033,centre flat,s,25/02/2019,T8,26,C1,2,2,7,6,DR,CU,DRxCU,CrossAmbo,2.7.6.1,2,1
3878,8592,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,4,BK,BK,BKxBK,PureHot,5.28.4.2,1,0
3879,1614,Centre Flat,s,30/12/2019,T1,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.1,2,1
3880,8602,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.1,1,0
3881,1615,Centre Flat,s,30/12/2019,T1,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.2,2,1
3882,8603,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.2,1,0
3883,1616,Centre Flat,s,30/12/2019,T1,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.3,2,1
3884,8604,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.3,2,1
3885,1617,Centre Flat,s,30/12/2019,T1,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.4,2,1
3886,8605,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.4,1,0
3887,1618,Centre Raised,s,30/12/2019,T1,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.5,2,1
3888,8606,Centre Raised,s,25/02/2019,T8,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.5,1,0
3889,1619,Centre Flat,s,30/12/2019,T1,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.6,2,1
3890,8607,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,5,BK,BK,BKxBK,PureHot,5.28.5.6,1,0
3891,1630,Centre Flat,s,30/12/2019,T1,32,C1,5,2,28,6,BK,BK,BKxBK,PureHot,5.28.6.1,2,1
3892,8618,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,6,BK,BK,BKxBK,PureHot,5.28.6.1,2,1
3893,1631,Centre Flat,s,30/12/2019,T1,32,C1,5,2,28,6,BK,BK,BKxBK,PureHot,5.28.6.2,2,1
3894,8619,Centre Flat,s,25/02/2019,T8,32,C1,5,2,28,6,BK,BK,BKxBK,PureHot,5.28.6.2,2,2
3895,1546,Centre Flat,s,30/12/2019,T1,32,C1,5,2,29,1,CU,LS,CUxLS,CrossHot ,5.29.1.1,2,1
3896,8534,Centre Flat,s,25/02/2019,T8,32,C1,5,2,29,1,CU,LS,CUxLS,CrossHot ,5.29.1.1,2,1
3897,1558,Centre Flat,s,30/12/2019,T1,32,C1,5,2,29,5,LS,CU,LSxCU,CrossHot ,5.29.5.1,2,1
3898,8546,Centre Flat,s,25/02/2019,T8,32,C1,5,2,29,5,LS,CU,LSxCU,CrossHot ,5.29.5.1,2,1
3899,1559,Centre Flat,s,30/12/2019,T1,32,C1,5,2,29,5,LS,CU,LSxCU,CrossHot ,5.29.5.2,2,1
3900,8547,Centre Flat,s,25/02/2019,T8,32,C1,5,2,29,5,LS,CU,LSxCU,CrossHot ,5.29.5.2,2,1
3901,1394,Centre Flat,s,30/12/2019,T1,32,C1,5,2,3,4,DR,DR,DRxDR,CrossHot ,5.3.4.1,2,1
3902,8382,Centre Flat,s,25/02/2019,T8,32,C1,5,2,3,4,DR,DR,DRxDR,CrossHot ,5.3.4.1,2,1
3903,1395,Centre Flat,s,30/12/2019,T1,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.1,2,1
3904,8383,Centre Flat,s,25/02/2019,T8,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.1,2,1
3905,1396,Centre Flat,s,30/12/2019,T1,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.2,2,1
3906,8384,Centre Flat,s,25/02/2019,T8,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.2,1,0
3907,1397,Centre Flat,s,30/12/2019,T1,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.3,2,2
3908,8385,Centre Flat,s,25/02/2019,T8,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.3,1,0
3909,1398,Centre Flat,s,30/12/2019,T1,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.4,2,1
3910,8386,Centre Flat,s,25/02/2019,T8,32,C1,5,2,3,5,DR,DR,DRxDR,CrossHot ,5.3.5.4,1,0
3911,1403,Centre Flat,s,30/12/2019,T1,32,C1,5,2,3,6,DR,DR,DRxDR,CrossHot ,5.3.6.1,2,1
3912,8391,Centre Flat,s,25/02/2019,T8,32,C1,5,2,3,6,DR,DR,DRxDR,CrossHot ,5.3.6.1,1,0
3913,1503,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,1,SB,SB,SBxSB,PureHot,5.30.1.1,2,1
3914,8491,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,1,SB,SB,SBxSB,PureHot,5.30.1.1,2,2
3915,1504,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,1,SB,SB,SBxSB,PureHot,5.30.1.2,2,1
3916,8492,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,1,SB,SB,SBxSB,PureHot,5.30.1.2,2,2
3917,1505,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,1,SB,SB,SBxSB,PureHot,5.30.1.3,2,1
3918,8493,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,1,SB,SB,SBxSB,PureHot,5.30.1.3,2,1
3919,1509,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.1,2,1
3920,8497,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.1,2,1
3921,1510,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.2,2,1
3922,8498,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.2,2,2
3923,1511,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.3,2,2
3924,8499,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.3,2,1
3925,1512,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.4,2,1
3926,8500,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,2,SB,SB,SBxSB,PureHot,5.30.2.4,2,1
3927,1516,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,3,SB,SB,SBxSB,PureHot,5.30.3.1,2,1
3928,8504,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,3,SB,SB,SBxSB,PureHot,5.30.3.1,2,1
3929,1517,Edge Flat,s,30/12/2019,T1,32,C1,5,2,30,3,SB,SB,SBxSB,PureHot,5.30.3.2,2,1
3930,8505,Edge Flat,s,25/02/2019,T8,32,C1,5,2,30,3,SB,SB,SBxSB,PureHot,5.30.3.2,1,0
3931,1521,Centre Flat,s,30/12/2019,T1,32,C1,5,2,30,5,CU,BK,CUxBK,CrossHot ,5.30.5.1,2,1
3932,8509,Centre Flat,s,25/02/2019,T8,32,C1,5,2,30,5,CU,BK,CUxBK,CrossHot ,5.30.5.1,2,1
3933,1585,Centre Flat,s,30/12/2019,T1,32,C1,5,2,32,1,CU,SB,CUxSB,CrossHot ,5.32.1.1,2,1
3934,8573,Centre Flat,s,25/02/2019,T8,32,C1,5,2,32,1,CU,SB,CUxSB,CrossHot ,5.32.1.1,2,1
3935,1586,Centre Flat,s,30/12/2019,T1,32,C1,5,2,32,1,CU,SB,CUxSB,CrossHot ,5.32.1.2,2,1
3936,8574,Centre Flat,s,25/02/2019,T8,32,C1,5,2,32,1,CU,SB,CUxSB,CrossHot ,5.32.1.2,2,1
3937,1587,Centre Flat,s,30/12/2019,T1,32,C1,5,2,32,1,CU,SB,CUxSB,CrossHot ,5.32.1.3,2,1
3938,8575,Centre Flat,s,25/02/2019,T8,32,C1,5,2,32,1,CU,SB,CUxSB,CrossHot ,5.32.1.3,2,1
3939,1588,Centre Flat,s,30/12/2019,T1,32,C1,5,2,32,3,CU,SB,CUxSB,CrossHot ,5.32.3.1,2,1
3940,8576,Centre Flat,s,25/02/2019,T8,32,C1,5,2,32,3,CU,SB,CUxSB,CrossHot ,5.32.3.1,2,1
3941,1589,Centre Flat,s,30/12/2019,T1,32,C1,5,2,32,4,SB,BK,SBxBK,CrossHot ,5.32.4.1,2,1
3942,8577,Centre Flat,s,25/02/2019,T8,32,C1,5,2,32,4,SB,BK,SBxBK,CrossHot ,5.32.4.1,1,0
3943,1590,Centre Flat,s,30/12/2019,T1,32,C1,5,2,32,6,SB,BK,SBxBK,CrossHot ,5.32.6.1,2,1
3944,8578,Centre Flat,s,25/02/2019,T8,32,C1,5,2,32,6,SB,BK,SBxBK,CrossHot ,5.32.6.1,2,1
3945,1591,Centre Flat,s,30/12/2019,T1,32,C1,5,2,32,6,SB,BK,SBxBK,CrossHot ,5.32.6.2,2,1
3946,8579,Centre Flat,s,25/02/2019,T8,32,C1,5,2,32,6,SB,BK,SBxBK,CrossHot ,5.32.6.2,2,1
3947,1333,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,1,DR,SB,DRxSB,CrossHot ,5.33.1.1,2,1
3948,8321,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,1,DR,SB,DRxSB,CrossHot ,5.33.1.1,2,1
3949,1336,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,2,DR,SB,DRxSB,CrossHot ,5.33.2.1,2,1
3950,8324,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,2,DR,SB,DRxSB,CrossHot ,5.33.2.1,2,1
3951,1337,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,2,DR,SB,DRxSB,CrossHot ,5.33.2.2,2,1
3952,8325,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,2,DR,SB,DRxSB,CrossHot ,5.33.2.2,2,2
3953,1338,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,2,DR,SB,DRxSB,CrossHot ,5.33.2.3,2,1
3954,8326,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,2,DR,SB,DRxSB,CrossHot ,5.33.2.3,2,1
3955,1348,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,3,DR,SB,DRxSB,CrossHot ,5.33.3.1,2,1
3956,8336,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,3,DR,SB,DRxSB,CrossHot ,5.33.3.1,2,2
3957,1349,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,3,DR,SB,DRxSB,CrossHot ,5.33.3.2,2,1
3958,8337,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,3,DR,SB,DRxSB,CrossHot ,5.33.3.2,2,2
3959,1350,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,3,DR,SB,DRxSB,CrossHot ,5.33.3.3,2,1
3960,8338,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,3,DR,SB,DRxSB,CrossHot ,5.33.3.3,2,1
3961,1357,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,4,DR,BK,DRxBK,CrossHot ,5.33.4.1,2,1
3962,8345,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,4,DR,BK,DRxBK,CrossHot ,5.33.4.1,2,1
3963,1358,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,4,DR,BK,DRxBK,CrossHot ,5.33.4.2,2,1
3964,8346,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,4,DR,BK,DRxBK,CrossHot ,5.33.4.2,2,2
3965,1359,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.1,2,1
3966,8347,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.1,2,1
3967,1360,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.2,2,1
3968,8348,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.2,2,2
3969,1361,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.3,2,1
3970,8349,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.3,2,2
3971,1362,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.4,2,1
3972,8350,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.4,2,1
3973,1363,Centre Raised,s,30/12/2019,T1,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.5,2,1
3974,8351,Centre Raised,s,25/02/2019,T8,32,C1,5,2,33,5,DR,BK,DRxBK,CrossHot ,5.33.5.5,2,1
3975,1370,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.1,2,1
3976,8358,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.1,2,2
3977,1371,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.2,2,1
3978,8359,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.2,2,1
3979,1372,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.3,2,1
3980,8360,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.3,2,2
3981,1373,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.4,2,1
3982,8361,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.4,2,1
3983,1374,Centre Flat,s,30/12/2019,T1,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.5,2,1
3984,8362,Centre Flat,s,25/02/2019,T8,32,C1,5,2,33,6,DR,BK,DRxBK,CrossHot ,5.33.6.5,1,0
3985,1674,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.1,2,1
3986,8662,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.1,1,0
3987,1675,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.2,2,1
3988,8663,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.2,2,1
3989,1676,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.3,2,1
3990,8664,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.3,1,0
3991,1677,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.4,2,1
3992,8665,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,1,LS,SB,LSxSB,CrossHot ,5.37.1.4,2,1
3993,1679,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,2,LS,SB,LSxSB,CrossHot ,5.37.2.1,2,1
3994,8667,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,2,LS,SB,LSxSB,CrossHot ,5.37.2.1,2,1
3995,1687,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,3,LS,SB,LSxSB,CrossHot ,5.37.3.1,2,1
3996,8675,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,3,LS,SB,LSxSB,CrossHot ,5.37.3.1,2,1
3997,1696,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,4,CU,DR,CUxDR,CrossHot ,5.37.4.1,2,1
3998,8684,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,4,CU,DR,CUxDR,CrossHot ,5.37.4.1,2,1
3999,1699,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.1,2,1
4000,8687,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.1,2,1
4001,1700,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.2,2,1
4002,8688,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.2,1,0
4003,1701,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.3,2,1
4004,8689,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.3,2,1
4005,1702,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.4,2,1
4006,8690,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,5,CU,DR,CUxDR,CrossHot ,5.37.5.4,2,1
4007,1709,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,6,CU,DR,CUxDR,CrossHot ,5.37.6.1,2,1
4008,8697,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,6,CU,DR,CUxDR,CrossHot ,5.37.6.1,2,1
4009,1710,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,6,CU,DR,CUxDR,CrossHot ,5.37.6.2,2,1
4010,8698,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,6,CU,DR,CUxDR,CrossHot ,5.37.6.2,2,1
4011,1711,Centre Flat,s,30/12/2019,T1,32,C1,5,2,37,6,CU,DR,CUxDR,CrossHot ,5.37.6.3,2,1
4012,8699,Centre Flat,s,25/02/2019,T8,32,C1,5,2,37,6,CU,DR,CUxDR,CrossHot ,5.37.6.3,2,1
4013,1642,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.1,2,1
4014,8630,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.1,2,1
4015,1643,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.2,2,1
4016,8631,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.2,2,1
4017,1644,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.3,2,1
4018,8632,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.3,2,2
4019,1648,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.7,2,1
4020,8636,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,1,LS,SB,LSxSB,CrossHot ,5.41.1.7,2,2
4021,1649,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,2,LS,SB,LSxSB,CrossHot ,5.41.2.1,2,1
4022,8637,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,2,LS,SB,LSxSB,CrossHot ,5.41.2.1,2,2
4023,1650,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,2,LS,SB,LSxSB,CrossHot ,5.41.2.2,2,1
4024,8638,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,2,LS,SB,LSxSB,CrossHot ,5.41.2.2,2,1
4025,1659,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.1,2,1
4026,8647,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.1,2,1
4027,1660,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.2,2,1
4028,8648,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.2,2,1
4029,1661,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.3,2,1
4030,8649,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.3,2,1
4031,1662,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.4,2,1
4032,8650,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.4,2,1
4033,1663,Centre Flat,s,30/12/2019,T1,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.5,2,1
4034,8651,Centre Flat,s,25/02/2019,T8,32,C1,5,2,41,3,LS,SB,LSxSB,CrossHot ,5.41.3.5,2,2
