order,Date,Time,Cumulative.hrs,Timepoint,Treatment,Treatment,Boat,Parentage,Well,Alive,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook,lifestage,n.risk,n.event,n.censor,estimate,std.error,conf.high,conf.low,Zoox,Tank,TotalMom,TotalDad
,,,,2,32,Hot,,BKxLS,,,50,Backnumbers,Long Sandy,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,D1,24,2,4
,,,,2,32,Hot,,BKxSB,,,50,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,8,4,4,0.25,0.433012702,0.584145572,0.106993878,D1,24,7,4
,,,,2,32,Hot,,CUxBK,,,23.52941176,Curd,Backnumbers,,,,,,,,,,juvenile,17,4,13,0.382352941,0.217970898,0.586140324,0.2494177,D1,24,7,2
,,,,2,32,Hot,,CUxCU,,,100,Curd,Curd,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,24,6,5
,,,,2,32,Hot,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,D1,24,2,3
,,,,2,32,Hot,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,17,17,0,0,Inf,NA,NA,D1,24,2,3
,,,,2,32,Hot,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,24,2,5
,,,,2,32,Hot,,DRxBK,,,91.66666667,Davies,Backnumbers,,,,,,,,,,juvenile,12,11,1,0.041666667,0.97894501,0.283836512,0.006116588,D1,24,3,2
,,,,2,32,Hot,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,24,3,3
,,,,2,32,Hot,,DRxDR,,,70,Davies,Davies,,,,,,,,,,juvenile,10,7,3,0.15,0.532290647,0.425772767,0.05284509,D1,24,3,3
,,,,2,32,Hot,,DRxSB,,,75,Davies,Sand Bank 7,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,D1,24,3,3
,,,,2,32,Hot,,LSxBK,,,100,Long Sandy,Backnumbers,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,D1,24,4,2
,,,,2,32,Hot,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,D1,24,3,2
,,,,2,32,Hot,,LSxLS,,,80,Long Sandy,Long Sandy,,,,,,,,,,juvenile,10,8,2,0.1,0.670820393,0.372394582,0.026853237,D1,24,5,6
,,,,2,32,Hot,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,D1,24,5,6
,,,,2,32,Hot,,SBxBK,,,77.77777778,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,9,7,2,0.111111111,0.666666667,0.410416853,0.030080829,D1,24,3,7
,,,,2,32,Hot,,SBxDR,,,0,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,D1,24,3,3
,,,,2,32,Hot,,SBxLS,,,85.71428571,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,7,6,1,0.071428571,0.963624112,0.472182944,0.01080522,D1,24,3,4
,,,,2,32,Hot,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,13,13,0,0,Inf,NA,NA,D1,24,5,6
,,,,2,26,Ambient,,BKxBK,,,14.28571429,Backnumbers,Backnumbers,,,,,,,,,,juvenile,7,1,6,0.428571429,0.3086067,0.784710952,0.234065128,SED,13,2,2
,,,,2,26,Ambient,,BKxDR,,,0,Backnumbers,Davies,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,SED,13,2,3
,,,,2,26,Ambient,,BKxLS,,,80,Backnumbers,Long Sandy,,,,,,,,,,juvenile,5,4,1,0.1,0.948683298,0.641978801,0.015576838,SED,13,2,4
,,,,2,26,Ambient,,BKxSB,,,25,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,4,1,3,0.375,0.456435465,0.917381208,0.153289602,SED,13,7,4
,,,,2,26,Ambient,,CUxBK,,,72.72727273,Curd,Backnumbers,,,,,,,,,,juvenile,11,8,3,0.136363636,0.53654337,0.390305902,0.047642224,SED,13,7,2
,,,,2,26,Ambient,,CUxCU,,,76.47058824,Curd,Curd,,,,,,,,,,juvenile,17,13,4,0.117647059,0.469668218,0.295367962,0.04685962,SED,13,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,13,2,3
,,,,2,26,Ambient,,CUxLS,,,93.33333333,Curd,Long Sandy,,,,,,,,,,juvenile,15,14,1,0.033333333,0.98319208,0.228967246,0.004852708,SED,13,2,3
,,,,2,26,Ambient,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SED,13,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SED,13,3,2
,,,,2,26,Ambient,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,SED,13,3,3
,,,,2,26,Ambient,,DRxDR,,,72.72727273,Davies,Davies,,,,,,,,,,juvenile,11,8,3,0.136363636,0.53654337,0.390305902,0.047642224,SED,13,3,3
,,,,2,26,Ambient,,DRxSB,,,87.5,Davies,Sand Bank 7,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,SED,13,3,3
,,,,2,26,Ambient,,LSxBK,,,27.27272727,Long Sandy,Backnumbers,,,,,,,,,,juvenile,11,3,8,0.363636364,0.282038037,0.632031202,0.209216578,SED,13,4,2
,,,,2,26,Ambient,,LSxCU,,,93.33333333,Long Sandy,Curd,,,,,,,,,,juvenile,15,14,1,0.033333333,0.98319208,0.228967246,0.004852708,SED,13,3,2
,,,,2,26,Ambient,,LSxLS,,,75,Long Sandy,Long Sandy,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,SED,13,5,6
,,,,2,26,Ambient,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,SED,13,5,6
,,,,2,26,Ambient,,SBxBK,,,0,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,3,0,3,0.5,0.40824829,1,0.224630348,SED,13,3,7
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,SED,13,3,4
,,,,2,26,Ambient,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SED,13,5,6
,,,,2,26,Ambient,,BKxBK,,,15.38461538,Backnumbers,Backnumbers,,,,,,,,,,juvenile,13,2,11,0.423076923,0.229014306,0.662760578,0.270073521,SED,14,2,2
,,,,2,26,Ambient,,BKxCU,,,0,Backnumbers,Curd,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,SED,14,2,7
,,,,2,26,Ambient,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,SED,14,2,3
,,,,2,26,Ambient,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SED,14,2,4
,,,,2,26,Ambient,,BKxSB,,,50,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SED,14,7,4
,,,,2,26,Ambient,,CUxBK,,,54.54545455,Curd,Backnumbers,,,,,,,,,,juvenile,11,6,5,0.227272727,0.393122697,0.491104563,0.105176975,SED,14,7,2
,,,,2,26,Ambient,,CUxCU,,,95.65217391,Curd,Curd,,,,,,,,,,juvenile,23,22,1,0.021276596,0.989304505,0.147910724,0.003060586,SED,14,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SED,14,2,3
,,,,2,26,Ambient,,CUxLS,,,85.71428571,Curd,Long Sandy,,,,,,,,,,juvenile,7,6,1,0.076923077,0.960768923,0.505667029,0.011701692,SED,14,2,3
,,,,2,26,Ambient,,DRxBK,,,70,Davies,Backnumbers,,,,,,,,,,juvenile,10,7,3,0.15,0.532290647,0.425772767,0.05284509,SED,14,3,2
,,,,2,26,Ambient,,DRxDR,,,96.42857143,Davies,Davies,,,,,,,,,,juvenile,28,27,1,0.017857143,0.991031209,0.124560192,0.002560028,SED,14,3,3
,,,,2,26,Ambient,,DRxSB,,,75,Davies,Sand Bank 7,,,,,,,,,,juvenile,12,9,3,0.125,0.540061725,0.360256136,0.043371919,SED,14,3,3
,,,,2,26,Ambient,,LSxBK,,,88.88888889,Long Sandy,Backnumbers,,,,,,,,,,juvenile,27,24,3,0.054545455,0.561383572,0.163911388,0.018151311,SED,14,4,2
,,,,2,26,Ambient,,LSxCU,,,87.5,Long Sandy,Curd,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,SED,14,3,2
,,,,2,26,Ambient,,LSxLS,,,91.66666667,Long Sandy,Long Sandy,,,,,,,,,,juvenile,12,11,1,0.041666667,0.97894501,0.283836512,0.006116588,SED,14,5,6
,,,,2,26,Ambient,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,SED,14,5,6
,,,,2,26,Ambient,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,SED,14,3,7
,,,,2,26,Ambient,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,14,3,3
,,,,2,26,Ambient,,SBxLS,,,90,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,10,9,1,0.05,0.974679434,0.33776811,0.007401528,SED,14,3,4
,,,,2,26,Ambient,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,SED,14,5,6
,,,,2,26,Ambient,,BKxCU,,,0,Backnumbers,Curd,,,,,,,,,,juvenile,4,0,4,0.5,0.353553391,0.999804751,0.250048822,SED,15,2,7
,,,,2,26,Ambient,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,15,2,3
,,,,2,26,Ambient,,BKxLS,,,0,Backnumbers,Long Sandy,,,,,,,,,,juvenile,3,0,3,0.5,0.40824829,1,0.224630348,SED,15,2,4
,,,,2,26,Ambient,,BKxSB,,,87.5,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,SED,15,7,4
,,,,2,26,Ambient,,CUxBK,,,37.5,Curd,Backnumbers,,,,,,,,,,juvenile,8,3,5,0.3125,0.370809924,0.646374183,0.151083154,SED,15,7,2
,,,,2,26,Ambient,,CUxCU,,,92.85714286,Curd,Curd,,,,,,,,,,juvenile,14,13,1,0.035714286,0.981980506,0.244740189,0.005211691,SED,15,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SED,15,2,3
,,,,2,26,Ambient,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,21,21,0,0,Inf,NA,NA,SED,15,2,3
,,,,2,26,Ambient,,CUxSB,,,0,Curd,Sand Bank 7,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,SED,15,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,10,10,0,0,Inf,NA,NA,SED,15,3,2
,,,,2,26,Ambient,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SED,15,3,3
,,,,2,26,Ambient,,DRxDR,,,88.57142857,Davies,Davies,,,,,,,,,,juvenile,35,31,4,0.057142857,0.485504156,0.147987093,0.022064804,SED,15,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SED,15,3,3
,,,,2,26,Ambient,,LSxBK,,,29.41176471,Long Sandy,Backnumbers,,,,,,,,,,juvenile,17,5,12,0.352941176,0.232210182,0.556365247,0.223895139,SED,15,4,2
,,,,2,26,Ambient,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,10,10,0,0,Inf,NA,NA,SED,15,3,2
,,,,2,26,Ambient,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SED,15,5,6
,,,,2,26,Ambient,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SED,15,3,7
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SED,15,3,4
,,,,2,26,Ambient,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,17,17,0,0,Inf,NA,NA,SED,15,5,6
,,,,2,32,Hot,,BKxBK,,,100,Backnumbers,Backnumbers,,,,,,,,,,juvenile,14,14,0,0,Inf,NA,NA,SED,16,2,2
,,,,2,32,Hot,,BKxCU,,,50,Backnumbers,Curd,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SED,16,2,7
,,,,2,32,Hot,,BKxDR,,,0,Backnumbers,Davies,,,,,,,,,,juvenile,6,0,6,0.5,0.288675135,0.880421672,0.283954846,SED,16,2,3
,,,,2,32,Hot,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,16,2,4
,,,,2,32,Hot,,CUxBK,,,55.55555556,Curd,Backnumbers,,,,,,,,,,juvenile,18,10,8,0.222222222,0.311804782,0.40944559,0.120608738,SED,16,7,2
,,,,2,32,Hot,,CUxCU,,,63.63636364,Curd,Curd,,,,,,,,,,juvenile,11,7,4,0.181818182,0.452267017,0.441171748,0.074931932,SED,16,6,5
,,,,2,32,Hot,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,16,2,3
,,,,2,32,Hot,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SED,16,2,3
,,,,2,32,Hot,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SED,16,2,5
,,,,2,32,Hot,,DRxBK,,,75,Davies,Backnumbers,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,SED,16,3,2
,,,,2,32,Hot,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,16,3,3
,,,,2,32,Hot,,DRxDR,,,91.66666667,Davies,Davies,,,,,,,,,,juvenile,12,11,1,0.041666667,0.97894501,0.283836512,0.006116588,SED,16,3,3
,,,,2,32,Hot,,DRxSB,,,83.33333333,Davies,Sand Bank 7,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,SED,16,3,3
,,,,2,32,Hot,,LSxBK,,,48.38709677,Long Sandy,Backnumbers,,,,,,,,,,juvenile,31,15,16,0.258064516,0.215339192,0.393573044,0.169212032,SED,16,4,2
,,,,2,32,Hot,,LSxCU,,,75,Long Sandy,Curd,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,SED,16,3,2
,,,,2,32,Hot,,LSxLS,,,80,Long Sandy,Long Sandy,,,,,,,,,,juvenile,10,8,2,0.1,0.670820393,0.372394582,0.026853237,SED,16,5,6
,,,,2,32,Hot,,LSxSB,,,50,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SED,16,5,6
,,,,2,32,Hot,,SBxBK,,,75,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,SED,16,3,7
,,,,2,32,Hot,,SBxDR,,,50,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SED,16,3,3
,,,,2,32,Hot,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,16,3,4
,,,,2,32,Hot,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,17,17,0,0,Inf,NA,NA,SED,16,5,6
,,,,2,32,Hot,,BKxBK,,,68.75,Backnumbers,Backnumbers,,,,,,,,,,juvenile,16,11,5,0.15625,0.410791918,0.349531838,0.069847893,SED,17,2,2
,,,,2,32,Hot,,BKxDR,,,50,Backnumbers,Davies,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,SED,17,2,3
,,,,2,32,Hot,,BKxLS,,,40,Backnumbers,Long Sandy,,,,,,,,,,juvenile,5,2,3,0.3,0.483045892,0.773197895,0.116399696,SED,17,2,4
,,,,2,32,Hot,,BKxSB,,,0,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,SED,17,7,4
,,,,2,32,Hot,,CUxBK,,,36.36363636,Curd,Backnumbers,,,,,,,,,,juvenile,22,8,14,0.318181818,0.220683707,0.490367492,0.206456731,SED,17,7,2
,,,,2,32,Hot,,CUxCU,,,70,Curd,Curd,,,,,,,,,,juvenile,20,14,6,0.15,0.376386326,0.313669203,0.07173162,SED,17,6,5
,,,,2,32,Hot,,CUxDR,,,0,Curd,Davies,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,SED,17,2,3
,,,,2,32,Hot,,CUxLS,,,71.42857143,Curd,Long Sandy,,,,,,,,,,juvenile,7,5,2,0.142857143,0.654653671,0.515399716,0.039596769,SED,17,2,3
,,,,2,32,Hot,,DRxBK,,,94.11764706,Davies,Backnumbers,,,,,,,,,,juvenile,17,16,1,0.029411765,0.985184366,0.202820354,0.004265114,SED,17,3,2
,,,,2,32,Hot,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SED,17,3,2
,,,,2,32,Hot,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,17,3,3
,,,,2,32,Hot,,DRxDR,,,68.75,Davies,Davies,,,,,,,,,,juvenile,16,11,5,0.15625,0.410791918,0.349531838,0.069847893,SED,17,3,3
,,,,2,32,Hot,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,SED,17,3,2
,,,,2,32,Hot,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SED,17,5,6
,,,,2,32,Hot,,SBxBK,,,83.33333333,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,SED,17,3,7
,,,,2,32,Hot,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SED,17,3,3
,,,,2,32,Hot,,SBxLS,,,66.66666667,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,6,4,2,0.166666667,0.645497224,0.590604815,0.047032766,SED,17,3,4
,,,,2,32,Hot,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,12,12,0,0,Inf,NA,NA,SED,17,5,6
,,,,2,32,Hot,,BKxBK,,,66.66666667,Backnumbers,Backnumbers,,,,,,,,,,juvenile,12,8,4,0.166666667,0.456435465,0.407724981,0.068128712,SED,18,2,2
,,,,2,32,Hot,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SED,18,2,3
,,,,2,32,Hot,,BKxSB,,,50,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,8,4,4,0.222222222,0.440958552,0.527390237,0.093636007,SED,18,7,4
,,,,2,32,Hot,,CUxCU,,,92,Curd,Curd,,,,,,,,,,juvenile,25,23,2,0.04,0.692820323,0.155521243,0.010287984,SED,18,6,5
,,,,2,32,Hot,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SED,18,2,3
,,,,2,32,Hot,,CUxLS,,,87.5,Curd,Long Sandy,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,SED,18,2,3
,,,,2,32,Hot,,CUxSB,,,87.5,Curd,Sand Bank 7,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,SED,18,2,5
,,,,2,32,Hot,,DRxBK,,,83.33333333,Davies,Backnumbers,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,SED,18,3,2
,,,,2,32,Hot,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SED,18,3,3
,,,,2,32,Hot,,DRxDR,,,87.5,Davies,Davies,,,,,,,,,,juvenile,24,21,3,0.0625,0.559016994,0.186945986,0.020895073,SED,18,3,3
,,,,2,32,Hot,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SED,18,3,3
,,,,2,32,Hot,,LSxBK,,,64,Long Sandy,Backnumbers,,,,,,,,,,juvenile,25,16,9,0.18,0.301846171,0.325240359,0.099618633,SED,18,4,2
,,,,2,32,Hot,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,12,12,0,0,Inf,NA,NA,SED,18,3,2
,,,,2,32,Hot,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,15,15,0,0,Inf,NA,NA,SED,18,5,6
,,,,2,32,Hot,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,SED,18,5,6
,,,,2,32,Hot,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SED,18,3,7
,,,,2,32,Hot,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SED,18,3,3
,,,,2,32,Hot,,SBxLS,,,50,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SED,18,3,4
,,,,2,32,Hot,,SBxSB,,,96.875,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,32,31,1,0.015625,0.992156742,0.109230866,0.002235088,SED,18,5,6
,,,,2,26,Ambient,,BKxBK,,,77.77777778,Backnumbers,Backnumbers,,,,,,,,,,juvenile,9,7,2,0.111111111,0.666666667,0.410416853,0.030080829,SS,7,2,2
,,,,2,26,Ambient,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SS,7,2,3
,,,,2,26,Ambient,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,7,2,4
,,,,2,26,Ambient,,BKxSB,,,100,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,7,7,4
,,,,2,26,Ambient,,CUxBK,,,16.66666667,Curd,Backnumbers,,,,,,,,,,juvenile,12,2,10,0.416666667,0.241522946,0.668918893,0.259539853,SS,7,7,2
,,,,2,26,Ambient,,CUxCU,,,100,Curd,Curd,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,7,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,7,2,3
,,,,2,26,Ambient,,CUxLS,,,87.5,Curd,Long Sandy,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,SS,7,2,3
,,,,2,26,Ambient,,CUxSB,,,40,Curd,Sand Bank 7,,,,,,,,,,juvenile,5,2,3,0.3,0.483045892,0.773197895,0.116399696,SS,7,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,SS,7,3,2
,,,,2,26,Ambient,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,7,3,3
,,,,2,26,Ambient,,DRxDR,,,90.47619048,Davies,Davies,,,,,,,,,,juvenile,21,19,2,0.047619048,0.690065559,0.184147393,0.012313906,SS,7,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,7,3,3
,,,,2,26,Ambient,,LSxBK,,,100,Long Sandy,Backnumbers,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,7,4,2
,,,,2,26,Ambient,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,SS,7,3,2
,,,,2,26,Ambient,,LSxLS,,,83.33333333,Long Sandy,Long Sandy,,,,,,,,,,juvenile,12,10,2,0.083333333,0.6770032,0.314112286,0.022108159,SS,7,5,6
,,,,2,26,Ambient,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,7,5,6
,,,,2,26,Ambient,,SBxBK,,,0,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,SS,7,3,7
,,,,2,26,Ambient,,SBxDR,,,50,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SS,7,3,3
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,7,3,4
,,,,2,26,Ambient,,SBxSB,,,85.71428571,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,7,6,1,0.071428571,0.963624112,0.472182944,0.01080522,SS,7,5,6
,,,,2,26,Ambient,,BKxBK,,,0,Backnumbers,Backnumbers,,,,,,,,,,juvenile,5,0,5,0.5,0.316227766,0.92927353,0.269027355,SS,8,2,2
,,,,2,26,Ambient,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,8,2,4
,,,,2,26,Ambient,,BKxSB,,,80,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,5,4,1,0.1,0.948683298,0.641978801,0.015576838,SS,8,7,4
,,,,2,26,Ambient,,CUxBK,,,21.42857143,Curd,Backnumbers,,,,,,,,,,juvenile,14,3,11,0.392857143,0.234935747,0.622604599,0.247888845,SS,8,7,2
,,,,2,26,Ambient,,CUxCU,,,80,Curd,Curd,,,,,,,,,,juvenile,5,4,1,0.1,0.948683298,0.641978801,0.015576838,SS,8,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,10,10,0,0,Inf,NA,NA,SS,8,2,3
,,,,2,26,Ambient,,CUxLS,,,94.73684211,Curd,Long Sandy,,,,,,,,,,juvenile,19,18,1,0.026315789,0.986754382,0.18203012,0.00380443,SS,8,2,3
